Id,PMS_Reference__c,Product__c
a1G4J0000025uQbUAI,110458001,01t4J000004ArZFQA0
a1G4J0000025uQcUAI,104722003,01t4J000004ArZGQA0
a1G4J0000025uQdUAI,104877001,01t4J000004ArZHQA0
a1G4J0000025uQeUAI,106544001,01t4J000004ArZIQA0
a1G4J0000025uQhUAI,104722024,01t4J000004ArZJQA0
a1G4J0000025uQiUAI,104722040,01t4J000004ArZKQA0
a1G4J0000025uQjUAI,104817001,01t4J000004ArZLQA0
a1G4J0000025uQmUAI,104809001,01t4J000004ArZMQA0
a1G4J0000025uQrUAI,104722041,01t4J000004ArZNQA0
a1G4J0000025uQsUAI,105812001,01t4J000004ArZOQA0
a1G4J0000025uQtUAI,107467002,01t4J000004ArZPQA0
a1G4J0000025uQuUAI,108183001,01t4J000004ArZQQA0
a1G4J0000025uQwUAI,104722005,01t4J000004ArZRQA0
a1G4J0000025uQxUAI,106588001,01t4J000004ArZSQA0
a1G4J0000025uQyUAI,107285003,01t4J000004ArZTQA0
a1G4J0000025uQzUAI,107499008,01t4J000004ArZUQA0
a1G4J0000025uR1UAI,104722010,01t4J000004ArZVQA0
a1G4J0000025uR2UAI,105040002,01t4J000004ArZWQA0
a1G4J0000025uR3UAI,106209002,01t4J000004ArZXQA0
a1G4J0000025uR4UAI,107322001,01t4J000004ArZYQA0
a1G4J0000025uR5UAI,107752001,01t4J000004ArZZQA0
a1G4J0000025uR6UAI,104722037,01t4J000004ArZaQAK
a1G4J0000025uR7UAI,110481001,01t4J000004ArZbQAK
a1G4J0000025uR8UAI,110581001,01t4J000004ArZcQAK
a1G4J0000025uR9UAI,110808001,01t4J000004ArZdQAK
a1G4J0000025uRAUAY,111834001,01t4J000004ArZeQAK
a1G4J0000025uRBUAY,104722031,01t4J000004ArZfQAK
a1G4J0000025uRGUAY,104722044,01t4J000004ArZgQAK
a1G4J0000025uRHUAY,104928001,01t4J000004ArZhQAK
a1G4J0000025uRIUAY,105696001,01t4J000004ArZiQAK
a1G4J0000025uRJUAY,107072001,01t4J000004ArZjQAK
a1G4J0000025uRKUAY,107519004,01t4J000004ArZkQAK
a1G4J0000025uRLUAY,104900001,01t4J000004ArZlQAK
a1G4J0000025uRMUAY,105308001,01t4J000004ArZmQAK
a1G4J0000025uRNUAY,105674001,01t4J000004ArZnQAK
a1G4J0000025uROUAY,105906001,01t4J000004ArZoQAK
a1G4J0000025uRPUAY,106944002,01t4J000004ArZpQAK
a1G4J0000025uRQUAY,104849001,01t4J000004ArZqQAK
a1G4J0000025uRVUAY,104722098,01t4J000004ArZrQAK
a1G4J0000025uRWUAY,105270001,01t4J000004ArZsQAK
a1G4J0000025uRXUAY,108619012,01t4J000004ArZtQAK
a1G4J0000025uRaUAI,104722039,01t4J000004ArZuQAK
a1G4J0000025uRbUAI,105760001,01t4J000004ArZvQAK
a1G4J0000025uRcUAI,115664001,01t4J000004ArZwQAK
a1G4J0000025uRdUAI,115666001,01t4J000004ArZxQAK
a1G4J0000025uReUAI,115913001,01t4J000004ArZyQAK
a1G4J0000025uRfUAI,104722048,01t4J000004ArZzQAK
a1G4J0000025uRkUAI,104722049,01t4J000004Ara0QAC
a1G4J0000025uRlUAI,105099049,01t4J000004Ara1QAC
a1G4J0000025uRmUAI,108680001,01t4J000004Ara2QAC
a1G4J0000025uRnUAI,110447192,01t4J000004Ara3QAC
a1G4J0000025uRpUAI,104886001,01t4J000004Ara4QAC
a1G4J0000025uRqUAI,105116003,01t4J000004Ara5QAC
a1G4J0000025uRrUAI,105099059,01t4J000004Ara6QAC
a1G4J0000025uRsUAI,108619007,01t4J000004Ara7QAC
a1G4J0000025uRtUAI,108923001,01t4J000004Ara8QAC
a1G4J0000025uRuUAI,104915001,01t4J000004Ara9QAC
a1G4J0000025uRvUAI,105162001,01t4J000004AraAQAS
a1G4J0000025uRwUAI,105535001,01t4J000004AraBQAS
a1G4J0000025uRzUAI,104903001,01t4J000004AraCQAS
a1G4J0000025uS0UAI,109788033,01t4J000004AraDQAS
a1G4J0000025uS4UAI,104818001,01t4J000004AraEQAS
a1G4J0000025uS9UAI,104926004,01t4J000004AraFQAS
a1G4J0000025uSAUAY,104949001,01t4J000004AraGQAS
a1G4J0000025uSBUAY,105125001,01t4J000004AraHQAS
a1G4J0000025uSCUAY,106074001,01t4J000004AraIQAS
a1G4J0000025uSDUAY,106197001,01t4J000004AraJQAS
a1G4J0000025uSEUAY,104937001,01t4J000004AraKQAS
a1G4J0000025uSJUAY,104947001,01t4J000004AraLQAS
a1G4J0000025uSKUAY,110447265,01t4J000004AraMQAS
a1G4J0000025uSLUAY,110030004,01t4J000004AraNQAS
a1G4J0000025uSMUAY,110447070,01t4J000004AraOQAS
a1G4J0000025uSOUAY,104970001,01t4J000004AraPQAS
a1G4J0000025uSPUAY,105113001,01t4J000004AraQQAS
a1G4J0000025uSQUAY,107524012,01t4J000004AraRQAS
a1G4J0000025uSRUAY,108619008,01t4J000004AraSQAS
a1G4J0000025uSTUAY,104984001,01t4J000004AraTQAS
a1G4J0000025uSUUAY,105261001,01t4J000004AraUQAS
a1G4J0000025uSVUAY,105234001,01t4J000004AraVQAS
a1G4J0000025uSYUAY,104996001,01t4J000004AraWQAS
a1G4J0000025uSdUAI,104949003,01t4J000004AraXQAS
a1G4J0000025uSeUAI,105348001,01t4J000004AraYQAS
a1G4J0000025uSfUAI,105629001,01t4J000004AraZQAS
a1G4J0000025uSgUAI,106220001,01t4J000004AraaQAC
a1G4J0000025uShUAI,107572005,01t4J000004ArabQAC
a1G4J0000025uSiUAI,104995001,01t4J000004AracQAC
a1G4J0000025uSjUAI,105023001,01t4J000004AradQAC
a1G4J0000025uSkUAI,105099019,01t4J000004AraeQAC
a1G4J0000025uSlUAI,107499005,01t4J000004ArafQAC
a1G4J0000025uSnUAI,105014001,01t4J000004AragQAC
a1G4J0000025uSoUAI,105057004,01t4J000004ArahQAC
a1G4J0000025uSpUAI,105618001,01t4J000004AraiQAC
a1G4J0000025uSqUAI,106166001,01t4J000004ArajQAC
a1G4J0000025uSrUAI,106532001,01t4J000004ArakQAC
a1G4J0000025uSsUAI,104968001,01t4J000004AralQAC
a1G4J0000025uStUAI,105478001,01t4J000004AramQAC
a1G4J0000025uSuUAI,106627001,01t4J000004AranQAC
a1G4J0000025uSvUAI,107375001,01t4J000004AraoQAC
a1G4J0000025uSwUAI,107693001,01t4J000004ArapQAC
a1G4J0000025uSxUAI,105029001,01t4J000004AraqQAC
a1G4J0000025uSyUAI,105218001,01t4J000004ArarQAC
a1G4J0000025uSzUAI,108619009,01t4J000004ArasQAC
a1G4J0000025uT0UAI,108893001,01t4J000004AratQAC
a1G4J0000025uT1UAI,110622001,01t4J000004ArauQAC
a1G4J0000025uT2UAI,105028001,01t4J000004AravQAC
a1G4J0000025uT3UAI,105099043,01t4J000004ArawQAC
a1G4J0000025uT4UAI,107688001,01t4J000004AraxQAC
a1G4J0000025uT7UAI,105078001,01t4J000004ArayQAC
a1G4J0000025uT8UAI,105099054,01t4J000004ArazQAC
a1G4J0000025uT9UAI,105798001,01t4J000004Arb0QAC
a1G4J0000025uTAUAY,105966001,01t4J000004Arb1QAC
a1G4J0000025uTBUAY,107520006,01t4J000004Arb2QAC
a1G4J0000025uTCUAY,104948001,01t4J000004Arb3QAC
a1G4J0000025uTDUAY,105116002,01t4J000004Arb4QAC
a1G4J0000025uTHUAY,105073001,01t4J000004Arb5QAC
a1G4J0000025uTIUAY,105045001,01t4J000004Arb6QAC
a1G4J0000025uTJUAY,105169001,01t4J000004Arb7QAC
a1G4J0000025uTMUAY,105089001,01t4J000004Arb8QAC
a1G4J0000025uTNUAY,106520001,01t4J000004Arb9QAC
a1G4J0000025uTOUAY,106598001,01t4J000004ArbAQAS
a1G4J0000025uTRUAY,105057001,01t4J000004ArbBQAS
a1G4J0000025uTSUAY,107857001,01t4J000004ArbCQAS
a1G4J0000025uTWUAY,105107001,01t4J000004ArbDQAS
a1G4J0000025uTXUAY,107071001,01t4J000004ArbEQAS
a1G4J0000025uTYUAY,107249001,01t4J000004ArbFQAS
a1G4J0000025uTZUAY,107468007,01t4J000004ArbGQAS
a1G4J0000025uTaUAI,107600004,01t4J000004ArbHQAS
a1G4J0000025uTbUAI,105135001,01t4J000004ArbIQAS
a1G4J0000025uTcUAI,105099007,01t4J000004ArbJQAS
a1G4J0000025uTdUAI,106080001,01t4J000004ArbKQAS
a1G4J0000025uTgUAI,105106001,01t4J000004ArbLQAS
a1G4J0000025uThUAI,105263001,01t4J000004ArbMQAS
a1G4J0000025uTiUAI,106944005,01t4J000004ArbNQAS
a1G4J0000025uTjUAI,107521001,01t4J000004ArbOQAS
a1G4J0000025uTkUAI,108139001,01t4J000004ArbPQAS
a1G4J0000025uTlUAI,105129001,01t4J000004ArbQQAS
a1G4J0000025uTmUAI,106029001,01t4J000004ArbRQAS
a1G4J0000025uTnUAI,107772001,01t4J000004ArbSQAS
a1G4J0000025uToUAI,108675001,01t4J000004ArbTQAS
a1G4J0000025uTpUAI,108620004,01t4J000004ArbUQAS
a1G4J0000025uTqUAI,105137001,01t4J000004ArbVQAS
a1G4J0000025uTvUAI,105196001,01t4J000004ArbWQAS
a1G4J0000025uTwUAI,107828001,01t4J000004ArbXQAS
a1G4J0000025uTxUAI,110030181,01t4J000004ArbYQAS
a1G4J0000025uU0UAI,105116001,01t4J000004ArbZQAS
a1G4J0000025uU5UAI,105202001,01t4J000004ArbaQAC
a1G4J0000025uU6UAI,106033001,01t4J000004ArbbQAC
a1G4J0000025uU7UAI,106638001,01t4J000004ArbcQAC
a1G4J0000025uU8UAI,106617001,01t4J000004ArbdQAC
a1G4J0000025uU9UAI,109989132,01t4J000004ArbeQAC
a1G4J0000025uUAUAY,105220001,01t4J000004ArbfQAC
a1G4J0000025uUBUAY,106293001,01t4J000004ArbgQAC
a1G4J0000025uUCUAY,106537001,01t4J000004ArbhQAC
a1G4J0000025uUDUAY,108610001,01t4J000004ArbiQAC
a1G4J0000025uUFUAY,105099051,01t4J000004ArbjQAC
a1G4J0000025uUGUAY,108619005,01t4J000004ArbkQAC
a1G4J0000025uUHUAY,108797001,01t4J000004ArblQAC
a1G4J0000025uUIUAY,108824001,01t4J000004ArbmQAC
a1G4J0000025uUJUAY,108900001,01t4J000004ArbnQAC
a1G4J0000025uUKUAY,105099013,01t4J000004ArboQAC
a1G4J0000025uULUAY,105421001,01t4J000004ArbpQAC
a1G4J0000025uUPUAY,105099003,01t4J000004ArbqQAC
a1G4J0000025uUQUAY,105517003,01t4J000004ArbrQAC
a1G4J0000025uURUAY,106628001,01t4J000004ArbsQAC
a1G4J0000025uUUUAY,105099004,01t4J000004ArbtQAC
a1G4J0000025uUVUAY,105099010,01t4J000004ArbuQAC
a1G4J0000025uUWUAY,105099050,01t4J000004ArbvQAC
a1G4J0000025uUXUAY,106608001,01t4J000004ArbwQAC
a1G4J0000025uUZUAY,105099021,01t4J000004ArbxQAC
a1G4J0000025uUaUAI,105099022,01t4J000004ArbyQAC
a1G4J0000025uUbUAI,105769001,01t4J000004ArbzQAC
a1G4J0000025uUcUAI,106113001,01t4J000004Arc0QAC
a1G4J0000025uUeUAI,105099018,01t4J000004Arc1QAC
a1G4J0000025uUfUAI,107738001,01t4J000004Arc2QAC
a1G4J0000025uUgUAI,108620006,01t4J000004Arc3QAC
a1G4J0000025uUhUAI,108767004,01t4J000004Arc4QAC
a1G4J0000025uUiUAI,108914001,01t4J000004Arc5QAC
a1G4J0000025uUjUAI,105099009,01t4J000004Arc6QAC
a1G4J0000025uUkUAI,107690001,01t4J000004Arc7QAC
a1G4J0000025uUlUAI,108414001,01t4J000004Arc8QAC
a1G4J0000025uUoUAI,105099073,01t4J000004Arc9QAC
a1G4J0000025uUpUAI,105099070,01t4J000004ArcAQAS
a1G4J0000025uUtUAI,105099024,01t4J000004ArcBQAS
a1G4J0000025uUuUAI,110560001,01t4J000004ArcCQAS
a1G4J0000025uUyUAI,105099028,01t4J000004ArcDQAS
a1G4J0000025uUzUAI,105099068,01t4J000004ArcEQAS
a1G4J0000025uV0UAI,107652015,01t4J000004ArcFQAS
a1G4J0000025uV1UAI,107701007,01t4J000004ArcGQAS
a1G4J0000025uV2UAI,107745001,01t4J000004ArcHQAS
a1G4J0000025uV3UAI,105212001,01t4J000004ArcIQAS
a1G4J0000025uV4UAI,107522005,01t4J000004ArcJQAS
a1G4J0000025uV8UAI,105099038,01t4J000004ArcKQAS
a1G4J0000025uV9UAI,105099063,01t4J000004ArcLQAS
a1G4J0000025uVAUAY,122627001,01t4J000004ArcMQAS
a1G4J0000025uVDUAY,105258001,01t4J000004ArcNQAS
a1G4J0000025uVEUAY,105479001,01t4J000004ArcOQAS
a1G4J0000025uVFUAY,106255001,01t4J000004ArcPQAS
a1G4J0000025uVGUAY,110684001,01t4J000004ArcQQAS
a1G4J0000025uVIUAY,105099042,01t4J000004ArcRQAS
a1G4J0000025uVJUAY,105632001,01t4J000004ArcSQAS
a1G4J0000025uVKUAY,107482001,01t4J000004ArcTQAS
a1G4J0000025uVLUAY,107499003,01t4J000004ArcUQAS
a1G4J0000025uVMUAY,112182001,01t4J000004ArcVQAS
a1G4J0000025uVNUAY,105099034,01t4J000004ArcWQAS
a1G4J0000025uVOUAY,105942001,01t4J000004ArcXQAS
a1G4J0000025uVPUAY,106280001,01t4J000004ArcYQAS
a1G4J0000025uVQUAY,107467001,01t4J000004ArcZQAS
a1G4J0000025uVSUAY,105099053,01t4J000004ArcaQAC
a1G4J0000025uVTUAY,105476003,01t4J000004ArcbQAC
a1G4J0000025uVUUAY,106991002,01t4J000004ArccQAC
a1G4J0000025uVXUAY,105099060,01t4J000004ArcdQAC
a1G4J0000025uVcUAI,105099072,01t4J000004ArceQAC
a1G4J0000025uVdUAI,106921001,01t4J000004ArcfQAC
a1G4J0000025uVeUAI,107570005,01t4J000004ArcgQAC
a1G4J0000025uVhUAI,105099025,01t4J000004ArchQAC
a1G4J0000025uVmUAI,105099061,01t4J000004ArciQAC
a1G4J0000025uVnUAI,105434001,01t4J000004ArcjQAC
a1G4J0000025uVoUAI,418630014,01t4J000004ArckQAC
a1G4J0000025uVpUAI,418564034,01t4J000004ArclQAC
a1G4J0000025uVqUAI,821659001,01t4J000004ArcmQAC
a1G4J0000025uVrUAI,105099058,01t4J000004ArcnQAC
a1G4J0000025uVwUAI,105099039,01t4J000004ArcoQAC
a1G4J0000025uVxUAI,105775002,01t4J000004ArcpQAC
a1G4J0000025uVyUAI,107571002,01t4J000004ArcqQAC
a1G4J0000025uVzUAI,107631001,01t4J000004ArcrQAC
a1G4J0000025uW1UAI,105099056,01t4J000004ArcsQAC
a1G4J0000025uW2UAI,109219002,01t4J000004ArctQAC
a1G4J0000025uW6UAI,105099006,01t4J000004ArcuQAC
a1G4J0000025uW7UAI,108357001,01t4J000004ArcvQAC
a1G4J0000025uWBUAY,105099064,01t4J000004ArcwQAC
a1G4J0000025uWGUAY,105355001,01t4J000004ArcxQAC
a1G4J0000025uWHUAY,105623001,01t4J000004ArcyQAC
a1G4J0000025uWIUAY,107370001,01t4J000004ArczQAC
a1G4J0000025uWJUAY,115628001,01t4J000004Ard0QAC
a1G4J0000025uWKUAY,115726001,01t4J000004Ard1QAC
a1G4J0000025uWLUAY,105431001,01t4J000004Ard2QAC
a1G4J0000025uWQUAY,105423001,01t4J000004Ard3QAC
a1G4J0000025uWRUAY,106145001,01t4J000004Ard4QAC
a1G4J0000025uWVUAY,105474001,01t4J000004Ard5QAC
a1G4J0000025uWaUAI,105456002,01t4J000004Ard6QAC
a1G4J0000025uWbUAI,105433001,01t4J000004Ard7QAC
a1G4J0000025uWcUAI,106046001,01t4J000004Ard8QAC
a1G4J0000025uWfUAI,105456001,01t4J000004Ard9QAC
a1G4J0000025uWgUAI,105582001,01t4J000004ArdAQAS
a1G4J0000025uWhUAI,106180001,01t4J000004ArdBQAS
a1G4J0000025uWiUAI,122586008,01t4J000004ArdCQAS
a1G4J0000025uWjUAI,122586009,01t4J000004ArdDQAS
a1G4J0000025uWkUAI,105489001,01t4J000004ArdEQAS
a1G4J0000025uWlUAI,105642001,01t4J000004ArdFQAS
a1G4J0000025uWmUAI,105973001,01t4J000004ArdGQAS
a1G4J0000025uWnUAI,106246001,01t4J000004ArdHQAS
a1G4J0000025uWoUAI,107091001,01t4J000004ArdIQAS
a1G4J0000025uWpUAI,105517002,01t4J000004ArdJQAS
a1G4J0000025uWqUAI,106187001,01t4J000004ArdKQAS
a1G4J0000025uWuUAI,105534001,01t4J000004ArdLQAS
a1G4J0000025uWvUAI,106318001,01t4J000004ArdMQAS
a1G4J0000025uWwUAI,107518004,01t4J000004ArdNQAS
a1G4J0000025uWxUAI,107646001,01t4J000004ArdOQAS
a1G4J0000025uWyUAI,107703002,01t4J000004ArdPQAS
a1G4J0000025uWzUAI,105532001,01t4J000004ArdQQAS
a1G4J0000025uX4UAI,105529001,01t4J000004ArdRQAS
a1G4J0000025uX5UAI,107652008,01t4J000004ArdSQAS
a1G4J0000025uX6UAI,217118001,01t4J000004ArdTQAS
a1G4J0000025uX7UAI,222482012,01t4J000004ArdUQAS
a1G4J0000025uX8UAI,217389018,01t4J000004ArdVQAS
a1G4J0000025uX9UAI,105599001,01t4J000004ArdWQAS
a1G4J0000025uXAUAY,106097001,01t4J000004ArdXQAS
a1G4J0000025uXBUAY,107270001,01t4J000004ArdYQAS
a1G4J0000025uXCUAY,107499006,01t4J000004ArdZQAS
a1G4J0000025uXDUAY,107518007,01t4J000004ArdaQAC
a1G4J0000025uXEUAY,105550001,01t4J000004ArdbQAC
a1G4J0000025uXJUAY,105554001,01t4J000004ArdcQAC
a1G4J0000025uXKUAY,107764001,01t4J000004ArddQAC
a1G4J0000025uXLUAY,110447110,01t4J000004ArdeQAC
a1G4J0000025uXOUAY,105584001,01t4J000004ArdfQAC
a1G4J0000025uXPUAY,105920001,01t4J000004ArdgQAC
a1G4J0000025uXQUAY,106545001,01t4J000004ArdhQAC
a1G4J0000025uXRUAY,110887001,01t4J000004ArdiQAC
a1G4J0000025uXSUAY,111038001,01t4J000004ArdjQAC
a1G4J0000025uXTUAY,105579001,01t4J000004ArdkQAC
a1G4J0000025uXUUAY,107505001,01t4J000004ArdlQAC
a1G4J0000025uXVUAY,107984006,01t4J000004ArdmQAC
a1G4J0000025uXWUAY,108303001,01t4J000004ArdnQAC
a1G4J0000025uXXUAY,108620017,01t4J000004ArdoQAC
a1G4J0000025uXYUAY,105500001,01t4J000004ArdpQAC
a1G4J0000025uXZUAY,106178001,01t4J000004ArdqQAC
a1G4J0000025uXaUAI,107524007,01t4J000004ArdrQAC
a1G4J0000025uXbUAI,111881001,01t4J000004ArdsQAC
a1G4J0000025uXcUAI,112479001,01t4J000004ArdtQAC
a1G4J0000025uXdUAI,105638001,01t4J000004ArduQAC
a1G4J0000025uXeUAI,105974001,01t4J000004ArdvQAC
a1G4J0000025uXfUAI,106800001,01t4J000004ArdwQAC
a1G4J0000025uXgUAI,107518012,01t4J000004ArdxQAC
a1G4J0000025uXhUAI,107524010,01t4J000004ArdyQAC
a1G4J0000025uXiUAI,105659001,01t4J000004ArdzQAC
a1G4J0000025uXjUAI,105828001,01t4J000004Are0QAC
a1G4J0000025uXkUAI,106531001,01t4J000004Are1QAC
a1G4J0000025uXlUAI,110579001,01t4J000004Are2QAC
a1G4J0000025uXnUAI,105709001,01t4J000004Are3QAC
a1G4J0000025uXoUAI,108045005,01t4J000004Are4QAC
a1G4J0000025uXsUAI,105678001,01t4J000004Are5QAC
a1G4J0000025uXtUAI,112659001,01t4J000004Are6QAC
a1G4J0000025uXuUAI,112856001,01t4J000004Are7QAC
a1G4J0000025uXxUAI,105672001,01t4J000004Are8QAC
a1G4J0000025uXyUAI,107413011,01t4J000004Are9QAC
a1G4J0000025uY2UAI,105703001,01t4J000004AreAQAS
a1G4J0000025uY3UAI,105830001,01t4J000004AreBQAS
a1G4J0000025uY7UAI,105687001,01t4J000004AreCQAS
a1G4J0000025uY8UAI,106198001,01t4J000004AreDQAS
a1G4J0000025uYCUAY,105726001,01t4J000004AreEQAS
a1G4J0000025uYHUAY,105737001,01t4J000004AreFQAS
a1G4J0000025uYIUAY,107057001,01t4J000004AreGQAS
a1G4J0000025uYJUAY,110711001,01t4J000004AreHQAS
a1G4J0000025uYMUAY,105790001,01t4J000004AreIQAS
a1G4J0000025uYNUAY,106020001,01t4J000004AreJQAS
a1G4J0000025uYOUAY,107572006,01t4J000004AreKQAS
a1G4J0000025uYRUAY,105739001,01t4J000004AreLQAS
a1G4J0000025uYSUAY,105979001,01t4J000004AreMQAS
a1G4J0000025uYTUAY,106547001,01t4J000004AreNQAS
a1G4J0000025uYUUAY,106541001,01t4J000004AreOQAS
a1G4J0000025uYVUAY,113864001,01t4J000004ArePQAS
a1G4J0000025uYWUAY,105739003,01t4J000004AreQQAS
a1G4J0000025uYXUAY,107683001,01t4J000004AreRQAS
a1G4J0000025uYbUAI,105746001,01t4J000004AreSQAS
a1G4J0000025uYcUAI,105925001,01t4J000004AreTQAS
a1G4J0000025uYdUAI,107353001,01t4J000004AreUQAS
a1G4J0000025uYeUAI,107362001,01t4J000004AreVQAS
a1G4J0000025uYfUAI,107403001,01t4J000004AreWQAS
a1G4J0000025uYgUAI,105739006,01t4J000004AreXQAS
a1G4J0000025uYhUAI,107074001,01t4J000004AreYQAS
a1G4J0000025uYiUAI,107541001,01t4J000004AreZQAS
a1G4J0000025uYjUAI,107760001,01t4J000004AreaQAC
a1G4J0000025uYkUAI,107773001,01t4J000004ArebQAC
a1G4J0000025uYlUAI,105739004,01t4J000004ArecQAC
a1G4J0000025uYqUAI,105766001,01t4J000004AredQAC
a1G4J0000025uYrUAI,106364001,01t4J000004AreeQAC
a1G4J0000025uYsUAI,112610001,01t4J000004ArefQAC
a1G4J0000025uYtUAI,112836002,01t4J000004AregQAC
a1G4J0000025uYuUAI,112858002,01t4J000004ArehQAC
a1G4J0000025uYvUAI,105842001,01t4J000004AreiQAC
a1G4J0000025uYwUAI,107678001,01t4J000004ArejQAC
a1G4J0000025uYxUAI,108921001,01t4J000004ArekQAC
a1G4J0000025uYyUAI,110491001,01t4J000004ArelQAC
a1G4J0000025uYzUAI,109788048,01t4J000004AremQAC
a1G4J0000025uZ0UAI,105846001,01t4J000004ArenQAC
a1G4J0000025uZ5UAI,105916001,01t4J000004AreoQAC
a1G4J0000025uZ6UAI,107605001,01t4J000004ArepQAC
a1G4J0000025uZ7UAI,107704002,01t4J000004AreqQAC
a1G4J0000025uZ8UAI,107704001,01t4J000004ArerQAC
a1G4J0000025uZ9UAI,108314001,01t4J000004AresQAC
a1G4J0000025uZAUAY,105888001,01t4J000004AretQAC
a1G4J0000025uZFUAY,105832001,01t4J000004AreuQAC
a1G4J0000025uZGUAY,106117001,01t4J000004ArevQAC
a1G4J0000025uZHUAY,107695003,01t4J000004ArewQAC
a1G4J0000025uZIUAY,107704003,01t4J000004ArexQAC
a1G4J0000025uZKUAY,105918001,01t4J000004AreyQAC
a1G4J0000025uZLUAY,106095001,01t4J000004ArezQAC
a1G4J0000025uZMUAY,107487001,01t4J000004Arf0QAC
a1G4J0000025uZNUAY,107522011,01t4J000004Arf1QAC
a1G4J0000025uZPUAY,105884002,01t4J000004Arf2QAC
a1G4J0000025uZQUAY,115740002,01t4J000004Arf3QAC
a1G4J0000025uZUUAY,105887001,01t4J000004Arf4QAC
a1G4J0000025uZVUAY,107212001,01t4J000004Arf5QAC
a1G4J0000025uZWUAY,107413001,01t4J000004Arf6QAC
a1G4J0000025uZXUAY,107503001,01t4J000004Arf7QAC
a1G4J0000025uZYUAY,111035001,01t4J000004Arf8QAC
a1G4J0000025uZZUAY,105833001,01t4J000004Arf9QAC
a1G4J0000025uZaUAI,108908001,01t4J000004ArfAQAS
a1G4J0000025uZbUAI,109922002,01t4J000004ArfBQAS
a1G4J0000025uZcUAI,110917001,01t4J000004ArfCQAS
a1G4J0000025uZeUAI,105917001,01t4J000004ArfDQAS
a1G4J0000025uZfUAI,105830003,01t4J000004ArfEQAS
a1G4J0000025uZgUAI,106154001,01t4J000004ArfFQAS
a1G4J0000025uZhUAI,107697004,01t4J000004ArfGQAS
a1G4J0000025uZiUAI,107728002,01t4J000004ArfHQAS
a1G4J0000025uZjUAI,105830002,01t4J000004ArfIQAS
a1G4J0000025uZkUAI,107711001,01t4J000004ArfJQAS
a1G4J0000025uZlUAI,110030023,01t4J000004ArfKQAS
a1G4J0000025uZmUAI,110447208,01t4J000004ArfLQAS
a1G4J0000025uZnUAI,110447312,01t4J000004ArfMQAS
a1G4J0000025uZoUAI,105830005,01t4J000004ArfNQAS
a1G4J0000025uZpUAI,107518011,01t4J000004ArfOQAS
a1G4J0000025uZqUAI,108652001,01t4J000004ArfPQAS
a1G4J0000025uZrUAI,109788026,01t4J000004ArfQQAS
a1G4J0000025uZtUAI,105922001,01t4J000004ArfRQAS
a1G4J0000025uZuUAI,106181001,01t4J000004ArfSQAS
a1G4J0000025uZyUAI,105927001,01t4J000004ArfTQAS
a1G4J0000025ua3UAA,105939001,01t4J000004ArfUQAS
a1G4J0000025ua4UAA,106596001,01t4J000004ArfVQAS
a1G4J0000025ua5UAA,107787001,01t4J000004ArfWQAS
a1G4J0000025ua6UAA,107788001,01t4J000004ArfXQAS
a1G4J0000025ua7UAA,109950006,01t4J000004ArfYQAS
a1G4J0000025ua8UAA,105957001,01t4J000004ArfZQAS
a1G4J0000025ua9UAA,106543001,01t4J000004ArfaQAC
a1G4J0000025uaAUAQ,107518010,01t4J000004ArfbQAC
a1G4J0000025uaBUAQ,107524011,01t4J000004ArfcQAC
a1G4J0000025uaDUAQ,105955001,01t4J000004ArfdQAC
a1G4J0000025uaIUAQ,106059002,01t4J000004ArfeQAC
a1G4J0000025uaJUAQ,106247001,01t4J000004ArffQAC
a1G4J0000025uaNUAQ,106051001,01t4J000004ArfgQAC
a1G4J0000025uaOUAQ,106589001,01t4J000004ArfhQAC
a1G4J0000025uaPUAQ,106898002,01t4J000004ArfiQAC
a1G4J0000025uaQUAQ,107692001,01t4J000004ArfjQAC
a1G4J0000025uaRUAQ,107704005,01t4J000004ArfkQAC
a1G4J0000025uaSUAQ,106021001,01t4J000004ArflQAC
a1G4J0000025uaTUAQ,110447259,01t4J000004ArfmQAC
a1G4J0000025uaUUAQ,111126001,01t4J000004ArfnQAC
a1G4J0000025uaXUAQ,106061001,01t4J000004ArfoQAC
a1G4J0000025uaYUAQ,106072001,01t4J000004ArfpQAC
a1G4J0000025uaZUAQ,107468002,01t4J000004ArfqQAC
a1G4J0000025uaaUAA,107518001,01t4J000004ArfrQAC
a1G4J0000025uacUAA,106106001,01t4J000004ArfsQAC
a1G4J0000025uadUAA,107975001,01t4J000004ArftQAC
a1G4J0000025uaeUAA,109757001,01t4J000004ArfuQAC
a1G4J0000025uahUAA,106143001,01t4J000004ArfvQAC
a1G4J0000025uaiUAA,108316001,01t4J000004ArfwQAC
a1G4J0000025uajUAA,108743001,01t4J000004ArfxQAC
a1G4J0000025uakUAA,109770001,01t4J000004ArfyQAC
a1G4J0000025ualUAA,110478001,01t4J000004ArfzQAC
a1G4J0000025uamUAA,106134001,01t4J000004Arg0QAC
a1G4J0000025uanUAA,106108001,01t4J000004Arg1QAC
a1G4J0000025uaoUAA,107695002,01t4J000004Arg2QAC
a1G4J0000025uarUAA,106131001,01t4J000004Arg3QAC
a1G4J0000025uasUAA,106147001,01t4J000004Arg4QAC
a1G4J0000025uawUAA,106124001,01t4J000004Arg5QAC
a1G4J0000025uaxUAA,107285002,01t4J000004Arg6QAC
a1G4J0000025uayUAA,109950010,01t4J000004Arg7QAC
