id,Tenancy__r:Contract:PMS_Reference__C,pms_reference__c
0064J00000DFQLDQA5,112219001003,112219001003
0064J00000DFQKfQAP,112220001004,112220001004
006Pv00000DiKtDIAV,112220001004,112220001004
0064J00000DFQRnQAP,112221001003,112221001003
0064J00000DFQ0aQAH,112222001005,112222001005
0064J00000DFQSLQA5,112223001001,112223001001
0068d000004fftTAAQ,112224001002,112224001002
0064J00000DFPY2QAP,112225001002,112225001002
0064J00000DFQ7sQAH,112226001002,112226001002
0064J00000DFPvuQAH,112227001002,112227001002
0064J00000DFQLNQA5,112229001003,112229001003
0064J00000DFQSVQA5,112233001002,112233001002
0064J00000DFQSuQAP,112234001004,112234001004
0064J00000DFQN7QAP,112235001003,112235001003
0064J00000DFPmvQAH,112236001002,112236001002
0064J00000DFQSGQA5,112237001001,112237001001
0064J00000DFQQkQAP,112238001002,112238001002
0064J00000DFQSpQAP,112239001004,112239001004
0064J00000DFQ5VQAX,112240001002,112240001002
0064J00000DFPvkQAH,112241001002,112241001002
0064J00000DFQGaQAP,112242001002,112242001002
0064J00000DFQSkQAP,112243001001,112243001001
0064J00000DFQHCQA5,112245001002,112245001002
0068d000003rhEYAAY,112249001004,112249001004
0064J00000DFQSaQAP,112251001002,112251001002
0064J00000DFQJ6QAP,112252001002,112252001002
006Nz0000015ItOIAU,112253001004,112253001004
0064J00000DFQJ7QAP,112254001003,112254001003
0064J00000DFQNWQA5,112255001004,112255001004
0064J00000DFQQQQA5,112257001002,112257001002
0064J00000DFPTpQAP,112258001002,112258001002
0068d000004fftOAAQ,112259001005,112259001005
0064J00000DFPiEQAX,112260001003,112260001003
0068d0000038pZSAAY,112261001006,112261001006
0064J00000DFQSlQAP,112262001004,112262001004
0064J00000DrkHqQAJ,112263001005,112263001005
0064J00000DFQT4QAP,112265001004,112265001004
0064J00000DFQKUQA5,112266001002,112266001002
0064J00000DFQKhQAP,112267001003,112267001003
0064J00000DFQTOQA5,112267002004,112267002004
0064J00000DFPUnQAP,112268001004,112268001004
0064J00000DFQNXQA5,112269001002,112269001002
0068d000009gdZKAAY,112270001004,112270001004
0064J00000DFQSDQA5,112271001002,112271001002
0064J00000DFQFsQAP,112272001002,112272001002
0064J00000DFQ9bQAH,112273001002,112273001002
0068d000003rqB6AAI,112274001005,112274001005
0068d000004ffsdAAA,112276001006,112276001006
0068d000009ioKeAAI,112277001005,112277001005
0064J00000DFQTJQA5,112278001002,112278001002
0064J00000DFQBmQAP,112279001004,112279001004
0064J00000DFPp5QAH,112280001003,112280001003
0064J00000DFQ24QAH,112281001004,112281001004
0064J00000DFQTAQA5,112282001002,112282001002
0064J00000DFQL8QAP,112283001002,112283001002
0064J00000DFQTdQAP,112284001003,112284001003
0064J00000DFQTTQA5,112285001002,112285001002
0064J00000DFQ9mQAH,112286001002,112286001002
0064J00000DFQTYQA5,112287001003,112287001003
0064J00000DFQOLQA5,112288001006,112288001006
0068d000006ZFIuAAO,112289001003,112289001003
0064J00000DFQKOQA5,112296001001,112296001001
0064J00000DFQHoQAP,112299001002,112299001002
0064J00000DFQTeQAP,112306001002,112306001002
0064J00000DFQ4WQAX,112306002004,112306002004
0064J00000DFQTxQAP,112307001003,112307001003
0064J00000DFQIhQAP,112308001001,112308001001
0064J00000DGNaKQAX,112310001002,112310001002
0068d000004ffsYAAQ,112310002005,112310002005
0068d000003sO8uAAE,112311001005,112311001005
0064J00000FVBkmQAH,112311002003,112311002003
0064J00000DFQKDQA5,112312001003,112312001003
0064J00000DFQTnQAP,112313001001,112313001001
0064J00000DGNa5QAH,112313002001,112313002001
0064J00000DFQKiQAP,112314001001,112314001001
0064J00000DFQTsQAP,112314002003,112314002003
006Nz000003IaRWIA0,112315001003,112315001003
0064J00000DFQQuQAP,112316001001,112316001001
0064J00000DGNa0QAH,112317001004,112317001004
0064J00000DFQFtQAP,112318001002,112318001002
0064J00000DFQK0QAP,112318002004,112318002004
0064J00000DFPSkQAP,112319001001,112319001001
0064J00000DFQU7QAP,112319002001,112319002001
0064J00000DFQEuQAP,112322001001,112322001001
0064J00000DFQU2QAP,112323001001,112323001001
0068d000009fqxuAAA,112323002004,112323002004
0064J00000DGNaFQAX,112324001001,112324001001
0068d000008XuIKAA0,112324002004,112324002004
0064J00000DFQRiQAP,112327001001,112327001001
0068d0000087ml0AAA,112331001003,112331001003
0064J00000DFQUWQA5,112332001003,112332001003
0068d000004h3W2AAI,112336001003,112336001003
0064J00000DFQRjQAP,112337001004,112337001004
0064J00000DFQUbQAP,112338001001,112338001001
0064J00000DFPoCQAX,112338002003,112338002003
0064J00000DFQURQA5,112339001001,112339001001
0064J00000DFPSlQAP,112339002001,112339002001
0064J00000DFQI9QAP,112342001002,112342001002
0064J00000DFQUqQAP,112343001002,112343001002
0064J00000DFQO7QAP,112344001005,112344001005
0064J00000DGNaPQAX,112345001003,112345001003
0064J00000DFQUMQA5,112346001001,112346001001
0064J00000DFQKFQA5,112347001002,112347001002
0064J00000DFQTFQA5,112349001001,112349001001
0064J00000DFQIcQAP,112349002001,112349002001
0064J00000DFQUgQAP,112350001001,112350001001
0068d00000BKXG5AAP,112350002002,112350002002
0064J00000DFQ9FQAX,112351001002,112351001002
0064J00000DFQToQAP,112351002002,112351002002
0064J00000DFQJkQAP,112352001005,112352001005
0064J00000DFQOHQA5,112352002001,112352002001
0064J00000DFQQGQA5,112353001005,112353001005
0064J00000DFQSbQAP,112353002001,112353002001
0064J00000DFQCUQA5,112354001001,112354001001
0068d000005w1eCAAQ,112354002002,112354002002
0064J00000DFQJjQAP,112355001003,112355001003
0064J00000DFQR4QAP,112356001004,112356001004
0064J00000DFQTUQA5,112356002001,112356002001
0064J00000DFQUvQAP,112357001001,112357001001
0064J00000DFQVAQA5,112357002002,112357002002
006Nz000000lSAXIA2,112358001004,112358001004
0068d00000F4h83AAB,112359001004,112359001004
0064J00000DFQV5QAP,112360001003,112360001003
0064J00000DFQ25QAH,112361001002,112361001002
0068d00000Cu4IjAAJ,112361002004,112361002004
0064J00000DGNayQAH,112362001001,112362001001
0068d000006zxk1AAA,112362002002,112362002002
0064J00000DFQVZQA5,112363001002,112363001002
0064J00000DFQP9QAP,112365001002,112365001002
0064J00000DGNbcQAH,112365002001,112365002001
0064J00000DFQVKQA5,112366001001,112366001001
0064J00000DFQNhQAP,112366002001,112366002001
0064J00000DFQCMQA5,112367001001,112367001001
0064J00000DGNebQAH,112367002002,112367002002
0068d000007DizDAAS,112368001004,112368001004
0064J00000DGNcLQAX,112369001003,112369001003
0064J00000DGNckQAH,112369002002,112369002002
006Nz000000rNUoIAM,112370001003,112370001003
0064J00000DGNbSQAX,112370002004,112370002004
0064J00000DGNddQAH,112371001003,112371001003
0064J00000DFQQ2QAP,112371002001,112371002001
0064J00000DFQVtQAP,112372001003,112372001003
0068d0000038meUAAQ,112372002004,112372002004
0064J00000DFQVFQA5,112373001003,112373001003
0064J00000DFQ9KQAX,112373002002,112373002002
006Pv00000F7w8HIAR,112373002002,112373002002
0064J00000DFQVUQA5,112374001002,112374001002
0064J00000DGNcGQAX,112375001003,112375001003
0064J00000DGNdTQAX,112376001002,112376001002
0064J00000DGNdnQAH,112376002002,112376002002
0064J00000DFQTGQA5,112377001003,112377001003
0064J00000DFQOMQA5,112378001001,112378001001
0064J00000DFQVoQAP,112379001005,112379001005
0064J00000DFQVyQAP,112379002001,112379002001
0064J00000DFPSmQAP,112380001001,112380001001
0064J00000DFP1AQAX,112380002005,112380002005
0068d000004fW3xAAE,112381001003,112381001003
0064J00000DFQTjQAP,112382001001,112382001001
0064J00000DGNbrQAH,112382002002,112382002002
0064J00000DFQVPQA5,112383001002,112383001002
0068d000005wuueAAA,112384001006,112384001006
0064J00000FXBSjQAP,112384002006,112384002006
0064J00000DFQSHQA5,112385001001,112385001001
0068d0000038Ts3AAE,112386001003,112386001003
0064J00000DFPj9QAH,112386002001,112386002001
0064J00000DFQSEQA5,112388001004,112388001004
0064J00000DFQ63QAH,112389001005,112389001005
0064J00000DFQVjQAP,112389002002,112389002002
0064J00000DFQHQQA5,112390001001,112390001001
0064J00000DZAGOQA5,112391001004,112391001004
0064J00000DFQVVQA5,112391002003,112391002003
0064J00000DFQWcQAP,112392001002,112392001002
0068d00000397YdAAI,112392002004,112392002004
0064J00000DFQSmQAP,112393001001,112393001001
0064J00000DFQTpQAP,112394001002,112394001002
0064J00000DGNevQAH,112394002002,112394002002
0068d000002cPmxAAE,112395001007,112395001007
0064J00000DFQ96QAH,112395002002,112395002002
0064J00000DFPF9QAP,112396001001,112396001001
0064J00000DFQTZQA5,112396002002,112396002002
0064J00000DFQDZQA5,112397001001,112397001001
0064J00000DGNeRQAX,112398001003,112398001003
0068d00000CrRBYAA3,112398002003,112398002003
0064J00000DFQDbQAP,112399001001,112399001001
0064J00000DFQHRQA5,112400001001,112400001001
0064J00000DFPkDQAX,112400002003,112400002003
0064J00000DGNgDQAX,112401001002,112401001002
0068d0000036pZ8AAI,112403001003,112403001003
0064J00000DFQJuQAP,112403002003,112403002003
0064J00000DFQP4QAP,112404001002,112404001002
0064J00000DFQDPQA5,112405001003,112405001003
0064J00000DFQW8QAP,112406001001,112406001001
0064J00000DGNfPQAX,112408001002,112408001002
0064J00000DFQSnQAP,112408002001,112408002001
0064J00000DFQSqQAP,112409001002,112409001002
0064J00000DGNgXQAX,112410001001,112410001001
0064J00000DGNghQAH,112410002002,112410002002
006Nz000001eNmvIAE,112411001004,112411001004
0068d000003r62BAAQ,112411002003,112411002003
0064J00000DFQWXQA5,112412001001,112412001001
0064J00000DFQWmQAP,112412002002,112412002002
0064J00000DFQ9LQAX,112413001002,112413001002
0068d000004fW42AAE,112414001002,112414001002
0068d000007J0MXAA0,112414002002,112414002002
0064J00000DGNhBQAX,112415001002,112415001002
0064J00000DFQ2LQAX,112415002003,112415002003
0064J00000DFQWrQAP,112416001004,112416001004
0064J00000DFQUNQA5,112417001001,112417001001
0064J00000DFP1BQAX,112417002003,112417002003
0064J00000DFQVGQA5,112418002002,112418002002
0064J00000DFQMOQA5,112426001003,112426001003
0064J00000DGNiiQAH,112426002001,112426002001
0064J00000DFQFdQAP,112428001001,112428001001
0064J00000DFQX6QAP,112429001001,112429001001
0064J00000DFPbKQAX,112430001001,112430001001
0064J00000DFQX1QAP,112431001004,112431001004
0064J00000DFQCEQA5,112432001001,112432001001
0064J00000DFQTtQAP,112435001001,112435001001
0064J00000DFQUmQAP,112436001001,112436001001
0064J00000DFQLiQAP,112439001001,112439001001
0064J00000DFQQaQAP,112440001001,112440001001
0064J00000DFQXBQA5,112441001001,112441001001
0064J00000DFQTuQAP,112442001002,112442001002
0064J00000DFQWEQA5,112443001005,112443001005
0064J00000DFQWwQAP,112444001004,112444001004
0064J00000DFPtYQAX,112445001002,112445001002
0064J00000DFQJvQAP,112446001002,112446001002
0064J00000DFQY9QAP,112449001003,112449001003
0064J00000DFQTKQA5,112449002002,112449002002
0064J00000DFQQCQA5,112450001002,112450001002
0064J00000DGNj2QAH,112450002003,112450002003
0064J00000DFQX2QAP,112454001001,112454001001
0064J00000DFQDvQAP,112463001002,112463001002
0064J00000DFQXGQA5,112464001004,112464001004
0064J00000DFQDwQAP,112465001004,112465001004
0064J00000DFQXLQA5,112466001003,112466001003
0064J00000DFQ9CQAX,112467001002,112467001002
0064J00000DFQNdQAP,112468001002,112468001002
0064J00000DFPN3QAP,112469001003,112469001003
0068d0000038pGLAAY,112470001005,112470001005
0064J00000DFQKPQA5,112471001006,112471001006
0064J00000DFQUcQAP,112472001002,112472001002
0064J00000DFQXVQA5,112473001003,112473001003
0064J00000DFQOkQAP,112476001001,112476001001
0064J00000DFQXQQA5,112476002003,112476002003
0064J00000DFQVWQA5,112478001006,112478001006
0064J00000DFQXaQAP,112478002001,112478002001
0064J00000FVIYYQA5,112479001002,112479001002
0068d000007J0MSAA0,112479002002,112479002002
0064J00000DFQUwQAP,112480001001,112480001001
0064J00000DFQUSQA5,112480002004,112480002004
0064J00000DFQTaQAP,112481001002,112481001002
0064J00000DFQREQA5,112481002001,112481002001
0064J00000DFQXzQAP,112482001001,112482001001
0068d00000CsqIVAAZ,112482002007,112482002007
0064J00000DFQ91QAH,112483001004,112483001004
006Nz0000043xPSIAY,112483002003,112483002003
006Nz000001eCI1IAM,112484001006,112484001006
0064J00000DFPYlQAP,112484002003,112484002003
0064J00000DFQXkQAP,112486001002,112486001002
0064J00000DFPrRQAX,112486002002,112486002002
0064J00000DFPFAQA5,112487001001,112487001001
0064J00000DFQScQAP,112487002002,112487002002
0064J00000DGNlNQAX,112488001001,112488001001
006Nz000001bUUoIAM,112488002003,112488002003
0064J00000DGNmGQAX,112489001004,112489001004
0064J00000DFQCRQA5,112489002001,112489002001
0064J00000DFQOUQA5,112490001001,112490001001
0064J00000DFQWYQA5,112490002002,112490002002
0064J00000DGNXMQA5,112491001001,112491001001
0064J00000DFQXuQAP,112491002001,112491002001
0068d000009fmcFAAQ,112492001004,112492001004
0068d000004fUiKAAU,112492002003,112492002003
0064J00000DGNmaQAH,112493001002,112493001002
0068d000003s6XeAAI,112493002003,112493002003
006Nz000001eMR5IAM,112496001007,112496001007
0064J00000DFQYJQA5,112497001002,112497001002
0064J00000DGNmLQAX,112497002003,112497002003
0064J00000DGNmzQAH,112498001001,112498001001
0064J00000DFQTvQAP,112498002001,112498002001
0064J00000DFQXfQAP,112499001003,112499001003
0064J00000DGNn4QAH,112500001003,112500001003
0064J00000DGNn9QAH,112501001001,112501001001
0064J00000DFQYiQAP,112501002005,112501002005
0064J00000DFQUiQAP,112502001001,112502001001
0068d000002cQuEAAU,112502002003,112502002003
0064J00000DFQHFQA5,112503001004,112503001004
0064J00000DFQUhQAP,112503002002,112503002002
0064J00000DFQYdQAP,112504001001,112504001001
0064J00000DFQYYQA5,112504002001,112504002001
0064J00000DFPoDQAX,112505001004,112505001004
006Nz000001eNwbIAE,112505002006,112505002006
0064J00000DFQX7QAP,112506001003,112506001003
0064J00000DGNfGQAX,112507001002,112507001002
0064J00000DGNpUQAX,112507002002,112507002002
0064J00000DGNe9QAH,112508001001,112508001001
0064J00000DFPteQAH,112509001004,112509001004
0064J00000DFQW4QAP,112510001003,112510001003
006Nz000001eNuzIAE,112511001004,112511001004
0064J00000DFQUJQA5,112511002001,112511002001
0064J00000DFPmxQAH,112512001003,112512001003
0064J00000DFQKVQA5,112513001004,112513001004
0064J00000DFQYTQA5,112513002002,112513002002
0064J00000DFQJ8QAP,112514001003,112514001003
0064J00000DFQFmQAP,112514002002,112514002002
0064J00000DFQYnQAP,112515001001,112515001001
0064J00000DFQYsQAP,112515002001,112515002001
0064J00000DFQWZQA5,112516001002,112516001002
0064J00000DFQYxQAP,112516002001,112516002001
0064J00000DFQSvQAP,112517001002,112517001002
0064J00000DFQTLQA5,112517002001,112517002001
0064J00000DFQ7tQAH,112518001001,112518001001
0064J00000DFQZ7QAP,112518002001,112518002001
0064J00000DGNpKQAX,112519001003,112519001003
0064J00000DFQOIQA5,112519002002,112519002002
0064J00000DFQZ2QAP,112522001002,112522001002
0064J00000DFQTcQAP,112523001001,112523001001
0064J00000DFQPhQAP,112523002002,112523002002
0064J00000DFQONQA5,112525001001,112525001001
0064J00000DFQQlQAP,112525002001,112525002001
0064J00000DFQ7aQAH,112525003001,112525003001
0064J00000DFQXgQAP,112525004002,112525004002
0068d000003sr3EAAQ,112525005003,112525005003
0064J00000DGNpoQAH,112525006002,112525006002
0064J00000DGNptQAH,112525007003,112525007003
0064J00000DGNntQAH,112525008003,112525008003
0064J00000DFQZCQA5,112525009002,112525009002
0064J00000DFQZMQA5,112525010002,112525010002
0064J00000DFQRkQAP,112525011002,112525011002
0064J00000DFQUdQAP,112528001002,112528001002
0068d000009Bq0fAAC,112529001004,112529001004
0064J00000DFQZgQAP,112534001001,112534001001
0064J00000DFQZWQA5,112550001001,112550001001
0064J00000DFQW9QAP,112553001001,112553001001
0064J00000DFQZRQA5,112556001002,112556001002
0064J00000DFQQVQA5,112565001002,112565001002
0064J00000DFQQpQAP,112569001001,112569001001
0064J00000DFQ7vQAH,112573001002,112573001002
0064J00000DFQ7uQAH,112575001002,112575001002
0064J00000DFQUKQA5,112585001002,112585001002
0064J00000DFQYAQA5,112586001002,112586001002
0064J00000DFQaAQAX,112593001001,112593001001
0064J00000DFQZqQAP,112595001001,112595001001
0064J00000DFQMQQA5,112596001003,112596001003
0064J00000DFQa0QAH,112597001003,112597001003
0064J00000DFQ3gQAH,112599001004,112599001004
0064J00000DFQZlQAP,112600001003,112600001003
0064J00000DFQNMQA5,112610001001,112610001001
0064J00000DFQZvQAP,112619001003,112619001003
0064J00000DFQY0QAP,112620001002,112620001002
0064J00000DFQaeQAH,112621001003,112621001003
0064J00000DFQatQAH,112622001002,112622001002
0064J00000DFQaFQAX,112623001003,112623001003
0064J00000DFQZiQAP,112624001002,112624001002
0064J00000DFQajQAH,112625001002,112625001002
0064J00000DFQaoQAH,112626001002,112626001002
0068d00000F5vO0AAJ,112633001005,112633001005
0064J00000DFQUxQAP,112636001003,112636001003
0064J00000DFQTqQAP,112637001003,112637001003
0064J00000DFQaUQAX,112638001001,112638001001
006Nz000000teRUIAY,112659001003,112659001003
0064J00000DGNsPQAX,112663001004,112663001004
0064J00000FVgPJQA1,112665001003,112665001003
0068d00000CtJRGAA3,112666001005,112666001005
0064J00000DGNsdQAH,112667001003,112667001003
0064J00000DGNtvQAH,112668001003,112668001003
0064J00000DGNtMQAX,112669001003,112669001003
0064J00000DGNuKQAX,112670001002,112670001002
0064J00000DGNkkQAH,112671001005,112671001005
0064J00000DGNt7QAH,112672001003,112672001003
0064J00000DGNuFQAX,112673001003,112673001003
0064J00000DGNuAQAX,112674001002,112674001002
0064J00000DGNkzQAH,112675001003,112675001003
0064J00000DGNkpQAH,112676001005,112676001005
0064J00000DFQaZQAX,112682001002,112682001002
0068d000005w1ovAAA,112691001006,112691001006
0064J00000DGNwLQAX,112691002001,112691002001
0064J00000DGNvrQAH,112692001001,112692001001
0064J00000DGNs5QAH,112692002001,112692002001
0064J00000DGNeDQAX,112693001003,112693001003
0064J00000DGNutQAH,112694001001,112694001001
0064J00000DsDjHQAV,112695001003,112695001003
0064J00000DGNwzQAH,112696001001,112696001001
0064J00000DGNxOQAX,112696002004,112696002004
0064J00000DGNwQQAX,112697001001,112697001001
0064J00000DGNs6QAH,112697002001,112697002001
0064J00000DGNgdQAH,112698001002,112698001002
0064J00000DGNqTQAX,112698002004,112698002004
0064J00000DGNwkQAH,112699001001,112699001001
0064J00000DGNdZQAX,112699002001,112699002001
0064J00000DFQQDQA5,112700001002,112700001002
0064J00000DFQaGQAX,112701001002,112701001002
0064J00000DFQZ3QAP,112701002002,112701002002
0064J00000DFQWFQA5,112703001002,112703001002
0064J00000DFQZXQA5,112705001001,112705001001
0064J00000DFQayQAH,112709001001,112709001001
0064J00000DFQXRQA5,112711001002,112711001002
0064J00000DGNv8QAH,112721001001,112721001001
0064J00000DGNvmQAH,112722001001,112722001001
0064J00000DGNvNQAX,112723001001,112723001001
0064J00000DGNTaQAP,112724001004,112724001004
0064J00000DGNwBQAX,112725001004,112725001004
0068d000009gIeVAAU,112725002002,112725002002
0064J00000DGNw6QAH,112726001001,112726001001
0064J00000DGNukQAH,112726002003,112726002003
0064J00000DGNyWQAX,112727001001,112727001001
0064J00000DGNxyQAH,112727002001,112727002001
0064J00000DGNxxQAH,112728001002,112728001002
0064J00000DGNWUQA5,112729001002,112729001002
0064J00000DGNkGQAX,112730001003,112730001003
0064J00000DGNeEQAX,112730002002,112730002002
0064J00000DGNylQAH,112731001001,112731001001
0068d000004fUgYAAU,112731002002,112731002002
0068d000004fUe8AAE,112732001002,112732001002
0064J00000DGNx4QAH,112732002003,112732002003
0064J00000DGNxiQAH,112733001003,112733001003
0068d000004eQgiAAE,112734001003,112734001003
0064J00000DGNwuQAH,112735001004,112735001004
0064J00000DGNy7QAH,112736001003,112736001003
0068d00000BL8xWAAT,112737001004,112737001004
0064J00000DGNikQAH,112737002002,112737002002
0064J00000DGNy2QAH,112738001001,112738001001
0064J00000DFQbcQAH,112740001003,112740001003
0064J00000DFQbXQAX,112741001002,112741001002
0064J00000DFQMEQA5,112742001002,112742001002
0064J00000DFQaLQAX,112743001004,112743001004
0064J00000DFQb3QAH,112744001002,112744001002
0064J00000DFQWnQAP,112745001004,112745001004
0064J00000DFQbSQAX,112746001004,112746001004
0064J00000DFQbwQAH,112747001002,112747001002
0064J00000DFQbhQAH,112748001002,112748001002
0064J00000DFPjAQAX,112749001002,112749001002
0064J00000DFQYFQA5,112756001001,112756001001
0064J00000DFQBQQA5,112781001003,112781001003
0064J00000DFQcGQAX,112782001004,112782001004
0068d00000BKXHcAAP,112798001007,112798001007
0064J00000DGO1pQAH,112798002002,112798002002
0064J00000DFPGjQAP,112799001002,112799001002
0068d000003tGG0AAM,112799002004,112799002004
0064J00000FWR0KQAX,112800001003,112800001003
0064J00000DFQ93QAH,112800002001,112800002001
0064J00000DFQbYQAX,112801001001,112801001001
0064J00000DFQc1QAH,112801002004,112801002004
0064J00000DFQVLQA5,112802001002,112802001002
0064J00000DFQRoQAP,112802002002,112802002002
0064J00000DFQMRQA5,112803001001,112803001001
0064J00000DFQbrQAH,112803002005,112803002005
0068d000004iNJIAA2,112805001003,112805001003
0064J00000DFQYZQA5,112805002001,112805002001
0064J00000DGO03QAH,112807001002,112807001002
0064J00000DFQMdQAP,112807002001,112807002001
0068d00000CtwC5AAJ,112808001003,112808001003
0064J00000DFQcaQAH,112809001003,112809001003
0064J00000DFQcVQAX,112809002004,112809002004
0064J00000DFQcBQAX,112810001001,112810001001
0064J00000DFQPIQA5,112810002003,112810002003
0064J00000DFQcfQAH,112811001002,112811001002
006Nz000001eOJDIA2,112811002002,112811002002
0064J00000DFQafQAH,112812001002,112812001002
0064J00000DFQabQAH,112812002003,112812002003
0064J00000DFPsCQAX,112813001002,112813001002
0064J00000DFP1CQAX,112813002001,112813002001
0064J00000DFQckQAH,112814001002,112814001002
0064J00000DFQbKQAX,112814002002,112814002002
0064J00000DFQc6QAH,112815001001,112815001001
0064J00000DFQUTQA5,112816001001,112816001001
0064J00000DFQQRQA5,112817001001,112817001001
0064J00000DFQ6vQAH,112818001002,112818001002
0064J00000DFQcLQAX,112819001002,112819001002
0064J00000DFQFUQA5,112820001002,112820001002
0064J00000DFQbxQAH,112821001001,112821001001
0064J00000DFQcpQAH,112822001001,112822001001
0068d000009h0eZAAQ,112823001004,112823001004
0068d00000CsoeIAAR,112823002004,112823002004
0064J00000DFQbdQAH,112824001004,112824001004
0064J00000DFQEvQAP,112824002001,112824002001
0064J00000DFPKoQAP,112825001003,112825001003
0064J00000DFQd4QAH,112825002003,112825002003
0064J00000DFQbGQAX,112827001002,112827001002
0064J00000DFQd9QAH,112827002004,112827002004
0064J00000DFQFnQAP,112828001003,112828001003
0064J00000DFQbeQAH,112828002004,112828002004
0064J00000DFQQEQA5,112829001001,112829001001
0064J00000DFQcuQAH,112829002002,112829002002
0064J00000DFQFGQA5,112830001001,112830001001
0064J00000DGO2TQAX,112830002006,112830002006
0064J00000DFPdtQAH,112832001001,112832001001
0064J00000DFQ7bQAH,112832002001,112832002001
0064J00000DFQdJQAX,112833001001,112833001001
0064J00000DFQYfQAP,112833002001,112833002001
0064J00000DFQczQAH,112834001001,112834001001
0064J00000DFQdEQAX,112834002002,112834002002
0064J00000DFQN5QAP,112835001002,112835001002
0064J00000DFQbZQAX,112835002007,112835002007
0064J00000DFQHJQA5,112836001003,112836001003
0064J00000DFQQTQA5,112836002004,112836002004
0068d000009fme1AAA,112837002004,112837002004
0064J00000DFQNwQAP,112838001003,112838001003
0064J00000DFQPiQAP,112838002001,112838002001
0064J00000DFQdTQAX,112839002001,112839002001
0064J00000DFQa6QAH,112841001001,112841001001
0064J00000DFQQSQA5,112842001001,112842001001
0064J00000DFQdOQAX,112846001001,112846001001
0064J00000DGNw7QAH,112847001002,112847001002
0064J00000DFQdnQAH,112848001001,112848001001
0064J00000DFQR5QAP,112848002001,112848002001
0064J00000DGO3qQAH,112849001002,112849001002
0064J00000DFQdYQAX,112850001003,112850001003
0064J00000DFQRlQAP,112850002002,112850002002
0064J00000DFQdiQAH,112851001001,112851001001
0064J00000DFQddQAH,112851002002,112851002002
0064J00000DFQWGQA5,112852001002,112852001002
0064J00000DGNw2QAH,112852002001,112852002001
0064J00000DGNm2QAH,112853001001,112853001001
0064J00000DFQN8QAP,112853002002,112853002002
0064J00000DFQWsQAP,112854001002,112854001002
0064J00000DFQMYQA5,112854002002,112854002002
0064J00000DFQbOQAX,112855001001,112855001001
0064J00000DFQ9wQAH,112855002001,112855002001
0064J00000DFQdxQAH,112856001002,112856001002
0064J00000DFQa7QAH,112857001001,112857001001
0064J00000DFQaHQAX,112857002001,112857002001
0064J00000DFQdsQAH,112858001001,112858001001
0064J00000DFQe2QAH,112858002002,112858002002
0064J00000DGO5IQAX,112859001001,112859001001
0064J00000DFQR9QAP,112859002001,112859002001
0064J00000DGO4eQAH,112863001003,112863001003
0064J00000DFQcMQAX,112863002002,112863002002
0064J00000DFPAvQAP,112864001002,112864001002
0064J00000DGO3gQAH,112864002001,112864002001
0068d000004f3QnAAI,112865001005,112865001005
0064J00000DFQcrQAH,112865002003,112865002003
0064J00000DFQPSQA5,112866001002,112866001002
0068d00000CtsHgAAJ,112867001003,112867001003
0064J00000DFQbfQAH,112869001002,112869001002
0064J00000DGNxpQAH,112869002003,112869002003
0064J00000DFQdeQAH,112870001003,112870001003
0064J00000DFQNRQA5,112871001002,112871001002
0064J00000DFQe7QAH,112871002001,112871002001
0064J00000DFQegQAH,112872002002,112872002002
0064J00000DFQWtQAP,112873001001,112873001001
0064J00000DFQBRQA5,112874001001,112874001001
0064J00000DGNqJQAX,112874002003,112874002003
0064J00000DGO4jQAH,112876001002,112876001002
0068d000004fUd0AAE,112876002002,112876002002
0064J00000DFQeWQAX,112877001002,112877001002
0064J00000DFQeMQAX,112877002003,112877002003
0064J00000DFQbbQAH,112878001001,112878001001
0064J00000DFQbaQAH,112878002002,112878002002
0064J00000DFQU8QAP,112879001003,112879001003
0064J00000DFQdfQAH,112879002001,112879002001
0064J00000DFQXiQAP,112880001002,112880001002
0064J00000DFQZrQAP,112880002003,112880002003
0064J00000DFQeHQAX,112881001002,112881001002
0064J00000DFQNxQAP,112881002001,112881002001
0064J00000DFQaBQAX,112882001003,112882001003
0064J00000DFQRAQA5,112882002004,112882002004
0064J00000Dsa0qQAB,112883001004,112883001004
0064J00000DFQcvQAH,112883002001,112883002001
0064J00000DFQeRQAX,112884001001,112884001001
0064J00000DGNwvQAH,112884002003,112884002003
0064J00000DFQeCQAX,112885001002,112885001002
0064J00000DFQTrQAP,112886001003,112886001003
0064J00000DFQelQAH,112886002004,112886002004
0064J00000DFQ8yQAH,112887001001,112887001001
0064J00000DFQCVQA5,112887002002,112887002002
0064J00000DFQe8QAH,112888001001,112888001001
0064J00000DFQebQAH,112889001003,112889001003
006Nz000001eNyDIAU,112889002002,112889002002
0064J00000DFQbsQAH,112890001004,112890001004
0064J00000DFQevQAH,112891001003,112891001003
0064J00000DFQYpQAP,112891002003,112891002003
0064J00000DFQbHQAX,112892001002,112892001002
0064J00000DFQeDQAX,112892002001,112892002001
0064J00000DFQY1QAP,112893001002,112893001002
0064J00000DFQf5QAH,112894001002,112894001002
0064J00000DFQf0QAH,112894002001,112894002001
0064J00000DFQe9QAH,112895001002,112895001002
0064J00000DFQfPQAX,112895002002,112895002002
0064J00000DFQeqQAH,112896001001,112896001001
0064J00000DFQXvQAP,112896002001,112896002001
0064J00000DFQfFQAX,112897001002,112897001002
0064J00000DFQZwQAP,112898001001,112898001001
