_id,Tenancy__r:Contract:PMS_Reference__c,ownerid,accountid,recordtypeid,unit__c,status,tenancy_status__c,startdate,tenancy_end_date__c,agreement_type__c,document_type__c,memorandum_of_agreement_date__c,actual_move_out_date__c,uplift_percentage__c,security_deposit_amount__c,break_clause__c,special_clauses__c,special_clause_free_text__c,vehicle_make__c,vehicle_model__c,vehicle_registration__c,opportunity__c,pms_reference__c
8008d000000Yn1MAAS,222521019004,0054J000004vXOiQAM,0014J00000XJcnQQAT,012Pv0000021hzSIAQ,a1G4J0000025y3mUAA,Activated,Activated,2023-06-12,2024-06-11,AST,AST,,,6.0,805,2 at 4 to expire at 6,,,,,,0068d00000BKoRwAAL,222521019004
8008d000000Yn8OAAS,222491156006,0054J000004vXOiQAM,0014J00000VvT3RQAV,012Pv0000021hzSIAQ,a1G4J0000025y29UAA,Activated,Activated,2023-04-29,2024-04-28,Licence,Parking Licence,,,6.0,0,Check Contract,,,,,,0068d00000BL5cxAAD,222491156006
8008d000000Yn9qAAC,222579078005,0058d0000020feeAAA,0018d00000V8j40AAB,012Pv0000021hzSIAQ,a1G4J0000025yxYUAQ,Activated,Activated,2023-05-29,2024-05-28,AST,AST,,2024-05-31,6.0,1285,No Break,,,,,,0068d00000CtUemAAF,222579078005
8008d000000YnC2AAK,418574021001,0058d0000034i83AAA,0014J00000VvUNzQAN,012Pv0000021hzSIAQ,a1G4J0000025zpmUAA,Activated,Activated,2023-06-16,2025-06-15,AST,AST,,,6.0,2001.92,2 at 10 to expire at 12,,,,,,0068d00000F4SZpAAN,418574021001
8008d000000YnCHAA0,418637021002,0058d0000034i83AAA,0014J00000ZRXpwQAH,012Pv0000021hzSIAQ,a1G4J0000025zrUUAQ,Activated,Activated,2023-06-19,2024-06-18,AST,AST,,,6.0,2019.2,2 at 4 to expire at 6,,,,,,0068d00000F4TGqAAN,418637021002
8008d000000YnE2AAK,418574030001,0058d0000034i83AAA,0014J00000VvUq4QAF,012Pv0000021hzSIAQ,a1G4J0000025zjlUAA,Activated,Activated,2023-06-18,2024-06-17,AST,AST,,,6.0,2475,2 at 4 to expire at 6,,,,,,0068d00000CrvsvAAB,418574030001
8008d000000YnGDAA0,222659054001,0054J000004vXP2QAM,0014J00000WqKIkQAN,012Pv0000021hzSIAQ,a1G4J0000025yWgUAI,Activated,Activated,2023-07-01,2026-06-30,AST,AST,,,6.0,1155,2 at 10 to expire at 12,,,,,,0068d00000CrLboAAF,222659054001
8008d000000YnHQAA0,222617001001,0058d0000034SvqAAE,0014J00000VvSTYQA3,012Pv0000021hzSIAQ,a1G4J0000025xzhUAA,Activated,Activated,2023-05-01,2025-04-30,AST,AST,,,6.0,2192.31,2 at 10 to expire at 12,,,,,,0068d00000BKon4AAD,222617001001
8008d000000YnIOAA0,222683107002,0058d0000034SvqAAE,0018d0000096NDDAA2,012Pv0000021hzSIAQ,a1G8d0000004XiFEAU,Activated,Activated,2023-06-02,2024-06-01,AST,AST,,2024-06-01,6.0,925,2 at 10 to expire at 12,,,,,,0068d00000CqpsgAAB,222683107002
8008d000000YnK5AAK,222659069003,0054J000004vXP2QAM,0018d0000095K7MAAU,012Pv0000021hzSIAQ,a1G4J0000025yBQUAY,Activated,Activated,2023-06-17,2024-06-16,AST,AST,,,6.0,1045,2 at 10 to expire at 12,,,,,,0068d00000Cu4gaAAB,222659069003
8008d000000YnLNAA0,222659048001,0054J000004vXP2QAM,0014J00000XupaWQAR,012Pv0000021hzSIAQ,a1G4J0000025yAmUAI,Activated,Activated,2023-06-26,2024-10-25,AST,AST,,,6.0,1275,No Break,,"It has been agreed that on the anniversary of the renewal date the rent will increase by 0.00%, and not by 6.00% as stated in clause B.5 of the agreement.",,,,0068d00000CruhlAAB,222659048001
8008d000000YnMBAA0,122587020004,0054J000004vXOiQAM,0018d0000087rS3AAI,012Pv0000021hzSIAQ,a1G4J0000025wgbUAA,Activated,Activated,2023-06-04,2025-06-03,AST,AST,,,6.0,800,2 at 10 to expire at 12,,,,,,0068d00000CqRclAAF,122587020004
8008d000000YnQdAAK,222579027004,0058d0000034SvqAAE,0018d0000096BFEAA2,012Pv0000021hzSIAQ,a1G4J0000025ytHUAQ,Activated,Activated,2023-06-20,2024-06-19,AST,AST,,,6.0,925,2 at 10 to expire at 12,,,,,,0068d00000Cs7elAAB,222579027004
8008d000000YnRbAAK,122486051004,0058d0000034SvqAAE,0014J00000YdridQAB,012Pv0000021hzSIAQ,a1G4J0000025wjdUAA,Activated,Activated,2023-06-19,2024-06-18,AST,AST,,,6.0,1495,2 at 10 to expire at 12,,,,,,0068d00000Cs7UqAAJ,122486051004
8008d000000YnSyAAK,122587022005,0054J000004vXOiQAM,0014J00000VvRNWQA3,012Pv0000021hzSIAQ,a1G4J0000025wvtUAA,Activated,Activated,2023-05-31,2025-05-30,AST,AST,,,6.0,695,2 at 4 to expire at 6,,,,,,0068d00000CqupkAAB,122587022005
8008d000000YnUGAA0,222661015003,0054J000004vXP2QAM,0018d0000095K7MAAU,012Pv0000021hzSIAQ,a1G4J0000025yBFUAY,Activated,Activated,2023-06-23,2024-06-22,Licence,Parking Licence,,,6.0,0,Renewal 1 month,,,,,,0068d00000CsY7DAAV,222661015003
8008d000000YnYIAA0,222683173002,0054J000004vXP2QAM,0018d0000096ThdAAE,012Pv0000021hzSIAQ,a1G8d0000004XYFEA2,Activated,Activated,2023-06-29,2025-06-28,AST,AST,,,6.0,960,2 at 10 to expire at 12,,,,,,0068d00000CrKplAAF,222683173002
8008d000000YnYNAA0,222643003001,0054J000004vXOiQAM,0018d00000B3UaxAAF,012Pv0000021hzSIAQ,a1G4J0000025xw6UAA,Activated,Activated,2023-06-24,2024-06-23,Non-Housing (Company),NHA Company Let,,,6.0,2875,2 at 10 to expire at 12,,,,,,0068d00000CrrSgAAJ,222643003001
8008d000000YnYmAAK,222643084002,0054J000004vXOiQAM,0018d00000C5olxAAB,012Pv0000021hzSIAQ,a1G4J0000025yJHUAY,Activated,Activated,2023-06-24,2024-06-23,Non-Housing (Company),NHA Company Let,,,6.0,2960,2 at 10 to expire at 12,,,,,,0068d00000CrrJWAAZ,222643084002
8008d000000YnZaAAK,222580032005,0058d0000020feeAAA,0018d00000WwFMzAAN,012Pv0000021hzSIAQ,a1G4J0000025xoqUAA,Activated,Activated,2023-06-23,2024-06-22,AST,AST,,,6.0,1035,No Break,,,,,,0068d00000F4j0gAAB,222580032005
8008d000000YnbMAAS,222683205002,0054J000004vXP2QAM,0018d000006YNaVAAW,012Pv0000021hzSIAQ,a1G8d0000004XauEAE,Activated,Activated,2023-05-30,2024-05-29,AST,AST,,2024-05-29,6.0,1690,2 at 10 to expire at 12,,,,,,0068d00000Cqym4AAB,222683205002
8008d000000YnbRAAS,222685028003,0054J000004vXP2QAM,0018d000006YNaVAAW,012Pv0000021hzSIAQ,a1G8d0000004XmvEAE,Activated,Activated,2023-05-30,2024-05-29,Licence,Parking Licence,,2024-05-29,6.0,0,Renewal 1 month,,,,,,0068d00000CqylbAAB,222685028003
8008d000000YnblAAC,122601018006,0054J000004vXOiQAM,0014J00000WrN6GQAV,012Pv0000021hzSIAQ,a1G4J0000025x2IUAQ,Activated,Activated,2023-06-26,2024-06-25,AST,AST,,,6.0,790,2 at 10 to expire at 12,,,,,,0068d00000Cruj4AAB,122601018006
8008d000000YncFAAS,222668024002,0054J000004vXOiQAM,0018d0000097mSfAAI,012Pv0000021hzSIAQ,a1G4J000004jyiwUAA,Activated,Activated,2023-06-24,2024-06-23,Licence,Parking Licence,,,6.0,0,Check Contract,,,,,,0068d00000CsYKtAAN,222668024002
8008d000000YndmAAC,222583071006,0058d0000020feeAAA,0018d00000V8HLJAA3,012Pv0000021hzSIAQ,a1G4J0000025yjjUAA,Activated,Activated,2023-06-07,2024-06-06,Licence,Parking Licence,,2024-06-06,6.0,0,No Break,,,,,,0068d00000F5Df8AAF,222583071006
8008d000000Yng2AAC,222652004003,0054J000004vXOiQAM,0014J00000WfENoQAN,012Pv0000021hzSIAQ,a1G4J0000025yKvUAI,Activated,Activated,2023-06-28,2024-06-27,Licence,Parking Licence,,,6.0,0,Check Contract,,,,,,0068d00000CrHF3AAN,222652004003
8008d000000YnkiAAC,222666037005,0054J000004vXOiQAM,0018d0000087QcYAAU,012Pv0000021hzSIAQ,a1G4J000004jyfYUAQ,Activated,Activated,2023-06-17,2024-06-16,AST,AST,,,6.0,1220,2 at 10 to expire at 12,,,,,,0068d00000CrrgwAAB,222666037005
8008d000000YnknAAC,122579001004,0054J000005JWtDQAW,0018d00000V75RrAAJ,012Pv0000021hzSIAQ,a1G4J0000025wmZUAQ,Activated,Activated,2023-05-05,2024-05-04,AST,AST,,,6.0,900,No Break,,,,,,0068d00000CseT8AAJ,122579001004
8008d000000YnlqAAC,222578023003,0054J000004vXOiQAM,0014J00000YbSC9QAN,012Pv0000021hzSIAQ,a1G4J0000025ykuUAA,Activated,Activated,2023-06-29,2024-06-28,AST,AST,,,6.0,880,2 at 10 to expire at 12,,"Tenant Break Clause (House Purchase or Work Relocation)
In order to end the tenancy early you may serve on us written notice at any time where you have purchased a house or are relocating due to work. The tenancy will come to an end on the date referred to in your notice, which must be at least two months from the date of service of the notice. Your notice must be accompanied by documentary evidence demonstrating to our satisfaction (acting reasonably) that the house purchase or work relocation necessitates the termination.",,,,0068d00000CrKtDAAV,222578023003
8008d000000YnmQAAS,418579023001,0054J000004vXOiQAM,0014J00000VvUfhQAF,012Pv0000021hzSIAQ,a1G4J0000025zzDUAQ,Activated,Activated,2023-05-20,2024-03-19,Live Work,Live Work Agreement;Simple Declaration,,,6.0,3250.38,Live Work,,"Change Of Sharer Clause


1. Matthew Dyer shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.

2. Matthew Dyer shall reimburse Tamsin Beeby the proportion of the deposit monies detailed in Clause 2.7 or B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the commencement f the above Tenancy Agreement to the commencement of this Assignment. 

3. Matthew Dyer shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy.",,,,0068d00000F4xYOAAZ,418579023001
8008d000000YnnEAAS,217371062003,0054J000004vXOiQAM,0014J00000VvTRYQA3,012Pv0000021hzSIAQ,a1G4J0000025yMZUAY,Activated,Activated,2023-06-09,2025-06-08,AST,AST,,,6.0,750,2 at 10 to expire at 12,,,,,,0068d00000CrvM7AAJ,217371062003
8008d000000Ynq7AAC,222683175001,0054J000004vXOiQAM,0018d0000096TguAAE,012Pv0000021hzSIAQ,a1G8d0000004XYPEA2,Activated,Activated,2023-06-29,2025-06-28,AST,AST,,,6.0,940,2 at 10 to expire at 12,,,,,,0068d00000CrKzFAAV,222683175001
8008d000000YnqWAAS,222522087003,0054J000004vXOiQAM,0014J00000YEyYPQA1,012Pv0000021hzSIAQ,a1G4J0000025xhVUAQ,Activated,Activated,2023-06-26,2024-06-25,Licence,Parking Licence,,,6.0,0,Check Contract,,,,,,0068d00000CrupMAAR,222522087003
8008d000000YnrLAAS,222659123002,0058d0000034SvqAAE,0018d0000096rsQAAQ,012Pv0000021hzSIAQ,a1G4J0000025yfCUAQ,Activated,Activated,2023-06-20,2024-06-19,AST,AST,,,6.0,1540,2 at 10 to expire at 12,,,,,,0068d00000Cs7bmAAB,222659123002
8008d000000YnsNAAS,222639053004,0054J000004vXOaQAM,0018d000002qvXkAAI,012Pv0000021hzSIAQ,a1G4J0000025zK1UAI,Activated,Activated,2023-08-07,2024-08-06,AST,AST,,,8.0,1620,No Break,,,,,,0068d00000F57oHAAR,222639053004
8008d000000YnsXAAS,222623053004,0054J000004vXOaQAM,0018d00000aEwflAAC,012Pv0000021hzSIAQ,a1G4J0000025yshUAA,Activated,Activated,2023-08-07,2024-08-06,AST,AST,,,6.0,1450,No Break,,,,,,0068d00000F5MA8AAN,222623053004
8008d000000YntzAAC,222683116002,0058d0000034SvqAAE,0018d0000095AhBAAU,012Pv0000021hzSIAQ,a1G8d0000004XeAEAU,Activated,Activated,2023-06-27,2024-06-26,AST,AST,,,6.0,1265,2 at 10 to expire at 12,,"Change Of Sharer Clause 


2. Reece Lazenby shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Reece Lazenby shall reimburse the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Reece Lazenby shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 27/06/2023",,,,0068d00000Cs1BmAAJ,222683116002
8008d000000YnuiAAC,222488050005,0054J000005JWtDQAW,0018d00000V8IUFAA3,012Pv0000021hzSIAQ,a1G4J0000025y6XUAQ,Activated,Activated,2023-05-11,2024-05-10,AST,AST,,,6.0,910,No Break,,,,,,0068d00000CtIqFAAV,222488050005
8008d000000YoAvAAK,222630185003,0054J000004vXP2QAM,0018d000008867kAAA,012Pv0000021hzSIAQ,a1G4J0000025zS6UAI,Activated,Activated,2023-06-04,2025-06-03,AST,AST,,,6.0,1045,2 at 10 to expire at 12,,,,,,0068d00000CqRfuAAF,222630185003
8008d000000YoD6AAK,418576110005,0054J000004vXOnQAM,0014J00000YeF04QAF,012Pv0000021hzSIAQ,a1G4J000002607CUAQ,Activated,Activated,2023-07-01,2024-06-30,Live Work,Live Work Agreement;Simple Declaration,,,6.0,1950,2 at 10 to expire at 12,,,,,,0068d00000CrLLpAAN,418576110005
8008d000000YoDkAAK,222521069004,0054J000005JWtDQAW,0018d00000V4dnyAAB,012Pv0000021hzSIAQ,a1G4J0000025y21UAA,Activated,Activated,2023-05-12,2024-05-11,Licence,Parking Licence,,,6.0,0,No Break,,,,,,0068d00000F5gDnAAJ,222521069004
8008d000000YoEJAA0,222581068006,0058d0000020feeAAA,0018d00000aFFYbAAO,012Pv0000021hzSIAQ,a1G4J0000025xyKUAQ,Activated,Activated,2023-07-03,2024-07-02,AST,AST,,,6.0,1325,No Break,,,,,,0068d00000F5XXNAA3,222581068006
8008d000000YoETAA0,418645020002,0054J000004vXOaQAM,0018d00000WvS4rAAF,012Pv0000021hzSIAQ,a1G4J000002609cUAA,Activated,Activated,2023-05-19,2025-05-18,AST,AST,,,6.0,1925,2 at 10 to expire at 12,,"RTR Occupation Clause

Not to allow any adult to occupy the Premises unless such person has complied with the requirements of the Immigration Act 2014 (Right to Rent), by providing at his/her own expense evidence of such to the satisfaction of the Landlord or his Agent. Further not to allow any adult to remain in the Premises once his/her Right to Rent has expired unless such person can provide at his own expense further evidence of his continued Right to Rent to the satisfaction of the Landlord or his Agent.",,,,0068d00000Cu6iBAAR,418645020002
8008d000000YoF7AAK,222489052005,0054J000005JWtDQAW,0018d00000WwQM3AAN,012Pv0000021hzSIAQ,a1G4J0000025xMFUAY,Activated,Activated,2023-07-04,2024-07-03,AST,AST,,,6.0,815,No Break,,,,,,0068d00000F4q63AAB,222489052005
8008d000000YoGyAAK,418613002002,0058d000006d5m0AAA,0014J00000VvUSsQAN,012Pv0000021hzSIAQ,a1G4J0000025zmaUAA,Activated,Activated,2023-07-01,2026-06-30,AST,AST,,,6.0,1182.69,2 at 10 to expire at 12,,,,,,0068d00000CrLMZAA3,418613002002
8008d000000YoJ4AAK,317677007007,0058d000004DOMXAA4,0018d00000V8PgAAAV,012Pv0000021hzSIAQ,a1G4J0000025yXzUAI,Activated,Activated,2023-05-29,2025-05-28,AST,AST,,,6.0,3040,Halfway on an 24,,,,,,0068d00000CtMZMAA3,317677007007
8008d000000YoNQAA0,418645013004,0058d000004DOMXAA4,0018d00000WuzEzAAJ,012Pv0000021hzSIAQ,a1G4J000002608oUAA,Activated,Activated,2023-05-17,2024-05-16,AST,AST,,,6.0,2320,No Break,,,,,,0068d00000CtxkhAAB,418645013004
8008d000000YoQ0AAK,222708068004,0058d000004EqA5AAK,0018d00000aFAVqAAO,012Pv0000021hzSIAQ,a1G8d0000005rTcEAI,Activated,Activated,2023-05-29,2024-05-28,AST,AST,,2024-06-04,6.0,1290,No Break,,,,,,0068d00000F5V7vAAF,222708068004
8008d000000YoRSAA0,222578029004,0058d000006d5m0AAA,0014J00000VvU58QAF,012Pv0000021hzSIAQ,a1G4J0000025yijUAA,Activated,Activated,2023-06-12,2026-06-11,AST,AST,,,6.0,1050,2 at 10 to expire at 12,,,,,,0068d00000Crs04AAB,222578029004
8008d000000YoSpAAK,222643049002,0058d000006d5m0AAA,0018d0000096YesAAE,012Pv0000021hzSIAQ,a1G4J0000025yNLUAY,Activated,Activated,2023-06-30,2024-06-29,AST,AST,,,6.0,1820,2 at 4 to expire at 6,,,,,,0068d00000CqvKLAAZ,222643049002
8008d000000YoTTAA0,418575011003,0054J000004vXPBQA2,0018d00000aEjeBAAS,012Pv0000021hzSIAQ,a1G4J0000025zxNUAQ,Activated,Activated,2023-06-24,2025-06-23,Live Work,Live Work Agreement,,,6.0,2225,Halfway on an 24,,The parties agree that either party has the right to terminate the Tenancy after the first TWELVE (12) months by giving the other party not less than TWO (2) months PRIOR notice in writing. For the avoidance of doubt between the parties it is agreed that the notice period cannot expire any earlier than 12 months from the start date of the Lease as detailed in Clause 1.3 of Core Terms.,,,,0068d00000F5EouAAF,418575011003
8008d000000YoYJAA0,418619006001,0054J000004vXP2QAM,0014J00000VvUbVQAV,012Pv0000021hzSIAQ,a1G4J0000025zcQUAQ,Activated,Activated,2023-06-19,2025-06-18,AST,AST,,,6.0,1696.15,2 at 10 to expire at 12,,,,,,0068d00000Cs7O5AAJ,418619006001
8008d000000Yoa0AAC,222578034004,0054J000004vXOiQAM,0014J00000XLWRVQA5,012Pv0000021hzSIAQ,a1G4J0000025xujUAA,Activated,Activated,2023-06-12,2024-06-11,AST,AST,,2024-06-12,6.0,1100,2 at 6 to expire at 8,,,,,,0068d00000Crs2EAAR,222578034004
8008d000000Yoa5AAC,222583044006,0054J000004vXOiQAM,0014J00000XLWRVQA5,012Pv0000021hzSIAQ,a1G4J0000025yedUAA,Activated,Activated,2023-06-12,2024-06-11,Licence,Parking Licence,,,6.0,0,Check Contract,,,,,,0068d00000Crs0xAAB,222583044006
8008d000000YoaAAAS,418637016004,0058d000006d5m0AAA,0014J00000VvVEEQA3,012Pv0000021hzSIAQ,a1G4J00000260AaUAI,Activated,Activated,2023-06-25,2024-06-24,AST,AST,,,6.0,2074.62,2 at 10 to expire at 12,,,,,,0068d00000CrrmVAAR,418637016004
8008d000000YoaFAAS,222579056003,0054J000004vXOiQAM,0014J00000XJ7qMQAT,012Pv0000021hzSIAQ,a1G4J0000025zB1UAI,Activated,Activated,2023-07-01,2025-06-30,AST,AST,,,6.0,890,2 at 10 to expire at 12,,,,,,0068d00000CrLhSAAV,222579056003
8008d000000YoaoAAC,108895001003,0054J000004vXOiQAM,0014J00000VvOGWQA3,012Pv0000021hzSIAQ,a1G4J0000025uzwUAA,Activated,Activated,2023-05-17,2024-05-16,AST,AST,,,6.0,600,2 at 4 to expire at 6,,,,,,0068d00000CqujbAAB,108895001003
8008d000000Yob3AAC,109012001001,0054J000004vXOiQAM,0014J00000VvOO0QAN,012Pv0000021hzSIAQ,a1G4J0000025v1JUAQ,Activated,Activated,2023-06-01,2024-05-31,AST,AST,,,6.0,315.76,2 at 4 to expire at 6,,,,,,0068d00000CqlteAAB,109012001001
8008d000000Yoc1AAC,222649066002,0058d000004EqA5AAK,0018d00000WwZodAAF,012Pv0000021hzSIAQ,a1G4J0000025yRcUAI,Activated,Activated,2023-07-10,2024-07-09,AST,AST,,,6.0,1520,No Break,,,,,,0068d00000F4uVBAAZ,222649066002
8008d000000Yof5AAC,222676045001,0058d000006d5m0AAA,0018d000002v4A2AAI,012Pv0000021hzSIAQ,a1G8d0000004D98EAE,Activated,Activated,2023-07-03,2024-07-02,AST,AST,,,6.0,955,2 at 4 to expire at 6,,,,,,0068d00000CrvM4AAJ,222676045001
8008d000000Yoi9AAC,418537025007,0058d000004DOMXAA4,0018d00000Wvf04AAB,012Pv0000021hzSIAQ,a1G4J0000025zggUAA,Activated,Activated,2023-06-06,2024-06-05,AST,AST,,,6.0,975,2 at 4 to expire at 6,,,,,,0068d00000F4TUnAAN,418537025007
8008d000000YomzAAC,418636012003,0058d000004DOMXAA4,0018d00000aEpPHAA0,012Pv0000021hzSIAQ,a1G4J0000026093UAA,Activated,Activated,2023-06-02,2025-06-01,AST,AST,,,6.0,2280,2 at 10 to expire at 12,,"PET CLAUSE

The Landlord agrees solely for the purpose of this Tenancy that the Tenant may keep a dog on the Property provided that 
i.	the Tenant shall pay for any damage caused by such animal to the Property or Contents or to the garden at the Property or to any neighbouring garden or property 
ii.	the Tenant shall pay to the Landlord the cost of replacing any carpet rug fabric or other item in the Property with one of similar quality that such animal shall soil or damage
iii.	the Tenant shall indemnify the Landlord against any related infestation damage and treatment caused to the Property or Contents by such animal which may become evident during or up to two months after the termination of the Tenancy 
iv.	it is agreed that such consent may be withdrawn by the Landlord during the course of the Tenancy in the event of unreasonable or excessive damage being caused to the Property

Tenant Break Clause (Work Relocation)
In order to end the tenancy early you may serve on us written notice at any time where you are relocating due to work. The tenancy will come to an end on the date referred to in your notice, which must be at least two months from the date of service of the notice. Your notice must be accompanied by documentary evidence demonstrating to our satisfaction (acting reasonably) that the work relocation necessitates the termination.",,,,0068d00000F5I70AAF,418636012003
8008d000000YonTAAS,418616005004,0054J000004vXP2QAM,0018d0000098uWfAAI,012Pv0000021hzSIAQ,a1G4J0000025zfeUAA,Activated,Activated,2023-07-01,2025-06-30,AST,AST,,,6.0,1595,2 at 10 to expire at 12,,,,,,0068d00000CrLWAAA3,418616005004
8008d000000YopoAAC,222668063002,0054J000004vXOaQAM,0018d000005jLMrAAM,012Pv0000021hzSIAQ,a1G4J000004jynhUAA,Activated,Activated,2022-09-09,2023-09-08,Licence,Parking Licence,,,6.0,0,No Break,,,,,,0068d00000F4jGnAAJ,222668063002
8008d000000YorfAAC,418613004001,0054J000004vXP2QAM,0014J00000VvUjsQAF,012Pv0000021hzSIAQ,a1G4J0000025zqBUAQ,Activated,Activated,2023-07-01,2025-06-30,AST,AST,,,6.0,1736.54,2 at 10 to expire at 12,,,,,,0068d00000CrLVbAAN,418613004001
8008d000000Yos9AAC,222601017003,0054J000004vXP2QAM,0018d0000088AauAAE,012Pv0000021hzSIAQ,a1G4J0000025xpnUAA,Activated,Activated,2023-06-30,2024-06-29,AST,AST,,,6.0,1225,2 at 4 to expire at 6,,,,,,0068d00000CrM7zAAF,222601017003
8008d000000YotlAAC,222639036003,0054J000004vXOaQAM,0018d00000N7eX0AAJ,012Pv0000021hzSIAQ,a1G4J0000025ylqUAA,Activated,Activated,2023-06-05,2025-06-04,AST,AST,,,8.0,1240,2 at 10 to expire at 12,,,,,,0068d00000CtfYlAAJ,222639036003
8008d000000YouPAAS,418610001002,0054J000004vXP2QAM,0018d00000B3UDKAA3,012Pv0000021hzSIAQ,a1G4J0000025zeXUAQ,Activated,Activated,2023-06-27,2024-06-26,AST,AST,,,6.0,1150,2 at 4 to expire at 6,,,,,,0068d00000CrusFAAR,418610001002
8008d000000YoujAAC,222683109003,0058d000004EqA5AAK,0018d00000V86h6AAB,012Pv0000021hzSIAQ,a1G8d0000004XccEAE,Activated,Activated,2023-06-24,2024-08-23,AST,AST,,,6.0,980,No Break,,,,,,0068d00000Ct9xyAAB,222683109003
8008d000000Yp1HAAS,317470002003,0058d000004DOMXAA4,0018d00000V7TLrAAN,012Pv0000021hzSIAQ,a1G4J00000262oxUAA,Activated,Activated,2023-09-20,2024-09-19,AST,AST,,,6.0,3560,No Break,,,,,,0068d00000CspYGAAZ,317470002003
8008d000000Yp1SAAS,222683203001,0058d000006d5m0AAA,0018d00000961PCAAY,012Pv0000021hzSIAQ,a1G8d0000004XakEAE,Activated,Activated,2023-06-20,2024-06-19,AST,AST,,,6.0,1695,2 at 10 to expire at 12,,,,,,0068d00000CqvXCAAZ,222683203001
8008d000000Yp2PAAS,222650028003,0058d000004EqA5AAK,0018d00000aFGPFAA4,012Pv0000021hzSIAQ,a1G4J0000025yVWUAY,Activated,Activated,2023-06-17,2024-06-16,AST,AST,,,6.0,2010,No Break,,,,,,0068d00000F5Y5jAAF,222650028003
8008d000000Yp2eAAC,222648101001,0058d000006d5m0AAA,0014J00000XJbRdQAL,012Pv0000021hzSIAQ,a1G4J0000025yScUAI,Activated,Activated,2023-06-11,2025-06-10,AST,AST,,,6.0,1065,2 at 10 to expire at 12,,,,,,0068d00000CrrnIAAR,222648101001
8008d000000Yp2tAAC,222666075003,0058d000006d5m0AAA,0018d000006Y2I4AAK,012Pv0000021hzSIAQ,a1G4J000004jyl2UAA,Activated,Activated,2023-06-13,2026-06-12,AST,AST,,,6.0,985,2 at 10 to expire at 12,,,,,,0068d00000CsBTfAAN,222666075003
8008d000000Yp33AAC,222549001004,0058d000006d5m0AAA,0018d0000096bCEAAY,012Pv0000021hzSIAQ,a1G4J0000025xknUAA,Activated,Activated,2023-06-20,2024-06-19,AST,AST,,,6.0,1395,2 at 4 to expire at 6,,,,,,0068d00000Cs7cBAAR,222549001004
8008d000000Yp3NAAS,222686142002,0058d000004EqA5AAK,0018d00000aFfdvAAC,012Pv0000021hzSIAQ,a1G8d0000004c35EAA,Activated,Activated,2023-07-14,2024-07-13,AST,AST,,,6.0,1360,No Break,,,,,,0068d00000F5kwVAAR,222686142002
8008d000000Yp3rAAC,222630112007,0054J000004vXOaQAM,0018d00000WwRvLAAV,012Pv0000021hzSIAQ,a1G4J0000025z69UAA,Activated,Activated,2023-07-06,2024-07-05,AST,AST,,,6.0,1225,No Break,,,,,,0068d00000F4qnPAAR,222630112007
8008d000000Yp4fAAC,317640002012,0058d000004DOMXAA4,0018d00000aFNsiAAG,012Pv0000021hzSIAQ,a1G4J00000262xaUAA,Activated,Activated,2023-07-10,2025-07-09,AST,AST,,,6.0,3300,2 at 8 to expire at 10,,,,,,0068d00000F5Zy8AAF,317640002012
8008d000000Yp4kAAC,418576096002,0058d000006d5m0AAA,0014J00000ZRFoaQAH,012Pv0000021hzSIAQ,a1G4J000002601AUAQ,Activated,Activated,2023-07-24,2024-07-23,Live Work,Live Work Agreement;Simple Declaration,,,6.0,1885,2 at 10 to expire at 12,,,,,,0068d00000CtVFKAA3,418576096002
8008d000000Yp7PAAS,418606006001,0054J000004vXP2QAM,0014J00000VvSxpQAF,012Pv0000021hzSIAQ,a1G4J0000025zmjUAA,Activated,Activated,2023-06-16,2024-06-15,AST,AST,,,6.0,1450,2 at 10 to expire at 12,,,,,,0068d00000Cu718AAB,418606006001
8008d000000Yp8XAAS,418638001002,0058d000006d5m0AAA,0014J00000auo0KQAQ,012Pv0000021hzSIAQ,a1G4J0000026080UAA,Activated,Activated,2023-07-23,2024-07-22,AST,AST,,,6.0,1906.66,No Break,,,,,,0068d00000CtVGwAAN,418638001002
8008d000000YpEBAA0,122586003004,0054J000004vXOiQAM,0014J00000YwHWEQA3,012Pv0000021hzSIAQ,a1G4J0000025ws1UAA,Activated,Activated,2023-06-15,2025-06-14,AST,AST,,,6.0,810,2 at 10 to expire at 12,,,,,,0068d00000Cu88zAAB,122586003004
