pms_reference__c,accountid,break_clause__c,recordtypeid,unit__c,startdate,_enddate,status,agreement_type__c,description,_unit_rn,opportunity__c,ownerid,document_type__c,memorandum_of_agreement_date__c,tenancy_end_date__c,actual_move_out_date__c,uplift_percentage__c,security_deposit_amount__c,special_clauses__c,special_clause_free_text__c,vehicle_make__c,vehicle_model__c,vehicle_registration__c
222643099002,0018d00000Fzdt0AAB,No Break,012Pv0000027hGnIAI,a1G4J0000025yQxUAI,2022-10-08,,Draft,AST,AST,1,0068d000009E71lAAC,0058d0000034SvqAAE,AST,,2024-10-07,,4.5,1895,,,,,
222643100002,001Nz000007jQokIAE,No Break,012Pv0000027hGnIAI,a1G4J0000025yRLUAY,2024-02-28,,Draft,AST,AST,1,006Nz000007WLF2IAO,0058d0000034SvqAAE,AST,,2025-02-27,,6.0,2550,,,,,
222643102002,001Nz000009EbiUIAS,No Break,012Pv0000027hGnIAI,a1G4J0000025yLhUAI,2024-03-15,,Draft,AST,AST,1,006Nz000008tb2LIAQ,0058d0000034SvqAAE,AST,,2024-09-14,,4.0,1995,,,,,
222643103002,001Nz000008UBSuIAO,No Break,012Pv0000027hGnIAI,a1G4J0000025yCdUAI,2024-03-22,,Draft,AST,AST,1,006Nz0000089sxSIAQ,0058d0000034SvqAAE,AST,,2025-03-21,,4.0,2100,,,,,
222648002003,0018d00000ILF5nAAH,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025yb3UAA,2022-12-13,,Draft,AST,AST,1,0068d000008fG2uAAE,0054J000004vXOiQAM,AST,,2024-12-12,,6.0,1070,,"The landlord agrees that the lead tenant (Karolina) will pay 6 months Rent in Advance. The second tenant (Harry) will pay rent monthly. 
The updated initial statement of monies is below:
•	Security Deposit: £1,070
•	Karolina's 6 months RIA: £3,210
•	Harry's 1st month rent: £535
•	Minus holding deposit: -£246.92  

With this, Harry's direct debit for the next 6 months will be £535pcm. This overrides the payment schedule at the end of this agreement.",,,
222648003002,0014J00000ZwLXaQAN,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025yjEUAQ,2021-08-13,,Draft,AST,AST,1,0064J00000FV6nGQAT,0058d000006d5m0AAA,AST,,2024-08-12,,6.0,1785,,"The landlord agrees that the tenant shall have one months rent free spread across twelve months. £91.17 will be deducted from the rent for the period 13/08/21 - 31/08/21. £148.75 will then come off the rent each month from September 21 to July 22, with £57.58 coming off for the final period of 01/08/22 - 12/08/22.
This overrides the payment schedule at the end of this agreement.",,,
222648004002,0018d00000B2l8DAAR,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025yQrUAI,2022-07-15,,Draft,AST,AST,1,0068d000006zx9sAAA,0058d000006d5m0AAA,,,2024-07-14,,6.0,1750,,,,,
222648005002,001Nz000000pWnRIAU,No Break,012Pv0000027hGnIAI,a1G4J0000025yXJUAY,2023-07-31,,Draft,AST,AST,1,006Nz000000mGbyIAE,0058d000004EqA5AAK,AST,,2024-07-30,,6.0,1360,,,,,
222648006003,001Nz00000BP47gIAD,No Break,012Pv0000027hGnIAI,a1G4J0000025yF6UAI,2024-05-29,,Draft,AST,AST,1,006Nz00000Al1SjIAJ,0054J000004vXOaQAM,AST,,2025-05-28,,4.0,1965,,,,,
222648007004,0018d00000aGNG9AAO,No Break,012Pv0000027hGnIAI,a1G4J0000025yVCUAY,2023-06-29,,Draft,AST,AST,1,0068d00000F6AcZAAV,0054J000004vXOiQAM,AST,,2025-06-28,,4.0,1080,,,,,
222648008003,001Nz000006Wvz0IAC,No Break,012Pv0000027hGnIAI,a1G4J0000025yBZUAY,2024-01-12,,Draft,AST,AST,1,006Nz000006EybyIAC,0054J000005JWtDQAW,AST,,2025-01-11,,6.0,1500,,,,,
222648032003,001Nz00000B1HrlIAF,No Break,012Pv0000027hGnIAI,a1G4J0000025ydxUAA,2024-07-03,,Draft,AST,AST,1,,0054J000004vXOaQAM,AST,,2025-07-02,,4.0,1220,,,,,
222648147004,001Nz000001bgPVIAY,No Break,012Pv0000027hGnIAI,a1G4J0000025ycwUAA,2023-09-11,,Draft,AST,AST,1,006Nz000001YHfNIAW,0058d000004EqA5AAK,AST,,2024-09-10,,6.0,2135,,,,,
222748014001,001Nz000009FFb5IAG,No Break,012Pv0000027hGnIAI,a1GNz0000000aTJMAY,2024-04-30,,Draft,Licence,Licence,1,006Nz000009DogCIAS,0054J000004vXOqQAM,Parking Licence,,2025-04-29,,0.0,0,,,,,
222748019001,001Nz000009hG19IAE,No Break,012Pv0000027hGnIAI,a1GNz0000000aczMAA,2024-04-26,,Draft,Licence,Licence,1,006Nz000009y7uHIAQ,0054J000004vXOqQAM,Parking Licence,,2025-04-25,,0.0,0,,,,,
317667017002,0014J00000VvTIHQA3,Check Contract,012Pv0000027hGnIAI,a1G4J0000025yd8UAA,2006-08-21,,Draft,,Assd.Per,1,0064J00000DFT7kQAH,,,,,,,,,,,,
222648080002,0014J00000Yy7EhQAJ,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025ycnUAA,2022-08-20,,Draft,AST,AST,1,0068d0000071DBrAAM,0058d000006d5m0AAA,AST,,2026-08-19,,6.0,1275,,,,,
317356036003,0014J00000VvUTeQAN,Check Contract,012Pv0000027hGnIAI,a1G4J0000025yzrUAA,2015-02-01,,Draft,Licence,Licence,1,0064J00000DFTJ3QAP,,,,,,,,,,,,
317352103006,0014J00000VvTu9QAF,Check Contract,012Pv0000027hGnIAI,a1G4J0000025z01UAA,2014-07-24,,Draft,,Grnd Rent,1,0064J00000DFUD5QAP,,,,,,,,,,,,
317931001001,0018d00000DzRNKAA3,Check Contract,012Pv0000027hGnIAI,a1G4J0000025z0RUAQ,2007-04-17,,Draft,,Assd PHA,1,0064J00000DFTJOQA5,,,,,,,,,,,,
317856001001,001Nz000007YOiIIAW,Check Contract,012Pv0000027hGnIAI,a1G4J0000025z0VUAQ,2002-01-01,,Draft,,Assd PHA,1,0064J00000DFSWmQAP,,,,,,,,,,,,
222579131003,0014J00000XLhszQAD,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025z3UUAQ,2022-10-24,,Draft,AST,AST,1,0068d000009fX41AAE,0054J000004vXOiQAM,AST,,2024-10-23,,6.0,1250,,,,,
222580037004,001Nz000009tgnqIAA,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025yfXUAQ,2023-04-21,,Draft,AST,AST,1,0068d00000Crb6RAAR,0054J000004vXOiQAM,AST,,2025-04-20,,6.0,1260,,"Change Of Sharer Clause 

1. Bola Awosan shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Oluwatobi Lateef will become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Oluwatobi Lateef shall reimburse Bola Awosan the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Harry Dale shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy from 21/04/2023.",,,
222580097004,0018d00000ElLVDAA3,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G4J0000025yfFUAQ,2022-10-04,,Draft,AST,AST,1,0068d000009CvrwAAC,0058d000006d5m0AAA,AST,,2024-10-03,,6.0,995,,,,,
222583083002,001Nz0000021ql1IAA,No Break,012Pv0000027hGnIAI,a1G4J0000025yfLUAQ,2023-05-19,,Draft,Licence,Licence,1,0068d00000F4mdzAAB,0054J000004vXPBQA2,Parking Licence,,2024-07-05,,6.0,0,,,,,
222648010003,001Nz000008GLblIAG,Renewal 2 month,012Pv0000027hGnIAI,a1G4J0000025xrYUAQ,2022-08-31,,Draft,AST,AST,1,0068d000008e9FhAAI,0054J000004vXOiQAM,AST,,2024-08-27,,6.0,1855,,"Change Of Sharer Clause 

1. Yash Soni shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Urvashi Ramugrah Chauhan will become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Urvashi Ramugrah Chauhan shall reimburse Yash Soni the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Urvashi Ramugrah Chauhan shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy from 31/08/2022.",,,
222648011006,001Nz0000088zGGIAY,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025wSEUAY,2024-02-20,,Draft,AST,AST,1,006Nz000007ssVgIAI,0054J000005JWtDQAW,AST,,2027-02-19,,6.0,1415,,,,,
222648013002,001Nz000000bcWBIAY,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025y40UAA,2022-07-02,,Draft,AST,AST,1,0068d000006sDbGAAU,0058d0000034SvqAAE,AST,,2024-07-01,,6.0,1755,,"Change Of Sharer Clause 

1. Roksana Dabkowska and Edane NG shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Caitlin Justin and Eleni Stamoulakatou shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Caitlin Justin and Eleni Stamoulakatou shall reimburse Roksana Dabkowska and Edane NG  the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Caitlin Justin and Eleni Stamoulakatou shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 02/07/2023",,,
222648015003,001Nz000001afyXIAQ,No Break,012Pv0000027hGnIAI,a1G4J0000025ydRUAQ,2023-08-26,,Draft,AST,AST,1,006Nz000001GjVFIA0,0058d000004EqA5AAK,AST,,2024-08-25,,6.0,1420,,,,,
222648117003,001Nz000001I4xTIAS,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025yflUAA,2023-03-23,,Draft,AST,AST,1,0068d00000BLHrmAAH,0054J000004vXOiQAM,AST,,2025-03-22,,6.0,1400,,,,,
222659003003,001Nz000001RE1YIAW,No Break,012Pv0000027hGnIAI,a1G4J0000025yg0UAA,2023-08-08,,Draft,AST,AST,1,006Nz000001MDNrIAO,0054J000004vXOaQAM,AST,,2024-08-07,,6.0,1435,,,,,
222623088006,0018d00000B3ST2AAN,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025yhzUAA,2022-06-27,,Draft,AST,AST,1,0068d000007HvoJAAS,0054J000004vXP2QAM,AST,,2024-06-26,,6.0,1695,,Paying 12 month's rent in advance and would like to move in as soon as reference is done as they are in a hotel.,,,
222630005002,0018d00000V8IuwAAF,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G4J0000025z3eUAA,2022-10-07,,Draft,AST,AST,1,0068d000009fWt3AAE,0058d000006d5m0AAA,AST,,2024-10-06,,6.0,895,,,,,
222630007004,001Nz00000C8otaIAB,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G4J0000025z43UAA,2024-07-16,,Draft,AST,AST,1,,0058d0000034SvqAAE,AST,,2025-07-15,,4.0,775,,,,,
222648081001,0018d000002sLaZAAU,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025xu2UAA,2021-09-24,,Draft,AST,AST,1,0068d000002cQWQAA2,0058d000006d5m0AAA,AST,,2024-09-23,,6.0,1225,,,,,
222648084003,001Nz000000qMcMIAU,No Break,012Pv0000027hGnIAI,a1G4J0000025yPzUAI,2023-06-23,,Draft,AST,AST,1,006Nz000000nKQcIAM,0058d000004EqA5AAK,AST,,2024-06-22,,6.0,1135,,,,,
222648085004,0018d0000086l5aAAA,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G4J0000025yM5UAI,2024-05-17,,Draft,AST,AST,1,006Nz00000AmAycIAF,0054J000004vXOaQAM,AST,,2025-11-16,,4.0,1550,,,,,
222648086002,001Nz0000022y0YIAQ,No Break,012Pv0000027hGnIAI,a1G4J0000025yNUUAY,2023-10-24,,Draft,AST,AST,1,006Nz000001pLGNIA2,0054J000005JWtDQAW,AST,,2024-10-23,,6.0,1510,,,,,
222648087003,001Nz0000029oXVIAY,No Break,012Pv0000027hGnIAI,a1G4J0000025yWZUAY,2023-10-13,,Draft,AST,AST,1,006Nz0000018uu5IAA,0054J000004vXPBQA2,AST,,2024-10-12,,6.0,2085,,,,,
222648018003,0018d00000C6w86AAB,No Break,012Pv0000027hGnIAI,a1G4J0000025yg5UAA,2023-09-01,,Draft,AST,AST,1,006Nz0000015V7UIAU,0054J000004vXOiQAM,AST,,2024-08-31,,6.0,1375,,"Change Of Sharer Clause 

1.N/A shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Maria De Fatima Borges Trotta will become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Maria De Fatima Borges Trotta shall reimburse Matheus Vianna and Daniel Albuquerque the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Maria De Fatima Borges Trotta shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy",,,
222648021001,0018d000002thTbAAI,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G4J0000025yc8UAA,2021-09-10,,Draft,AST,AST,1,0068d000002cTqQAAU,0058d000006d5m0AAA,AST,,2024-09-09,,6.0,1270,,,,,
222648022002,0018d0000096BoUAAU,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G4J0000025yUKUAY,2022-06-01,,Draft,AST,AST,1,0068d0000067W9eAAE,0054J000004vXOnQAM,AST,,2025-05-31,,4.0,1270,,,,,
222648024002,001Nz000001hEaHIAU,No Break,012Pv0000027hGnIAI,a1G4J0000025yLKUAY,2023-09-12,,Draft,AST,AST,1,006Nz000001dpeoIAA,0054J000005JWtDQAW,AST,,2024-09-11,,6.0,1420,,,,,
222648026002,0018d00000B3EoOAAV,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025yZEUAY,2022-07-05,,Draft,AST,AST,1,0068d000007DiAJAA0,0058d0000034SvqAAE,AST,,2024-07-04,,6.0,1755,,"Change Of Sharer Clause

1. Thomas Andrew shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd.
2. James Fleming shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. James Fleming shall reimburse Thomas Andrew the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement.
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. James Fleming shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 5-7-2023",,,
222648028001,001Nz000001B1oGIAS,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G4J0000025yMDUAY,2021-07-19,,Draft,AST,AST,1,0064J00000EnRMRQA3,0054J000004vXOiQAM,AST,,2024-07-18,,6.0,1255,,"Change Of Sharer Clause 

1. Oliver Dixon shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. James Mcquillen shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. James Mcquillen shall reimburse Oliver Dixon the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. James Mcquillen shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy",,,
222648029003,001Nz000007VSTrIAO,No Break,012Pv0000027hGnIAI,a1G4J0000025yMVUAY,2024-02-17,,Draft,AST,AST,1,006Nz000007IexWIAS,0054J000005JWtDQAW,AST,,2025-02-16,,6.0,1475,,,,,
222648030002,0018d000002quBPAAY,Renewal 2 month,012Pv0000027hGnIAI,a1G4J0000025yepUAA,2021-08-24,,Draft,AST,AST,1,0064J00000FXRwOQAX,0054J000004vXOiQAM,AST,,2024-08-23,,6.0,1200,,"The landlord agrees that the tenant shall pay their shortfall in affordability in advance. This totals £3,200.",,,
222648031003,001Nz0000071LjAIAU,No Break,012Pv0000027hGnIAI,a1G4J0000025yULUAY,2024-01-22,,Draft,AST,AST,1,006Nz000006XRh7IAG,0054J000004vXPBQA2,AST,,2025-01-21,,6.0,1450,,,,,
222648033003,001Nz000003UOnxIAG,No Break,012Pv0000027hGnIAI,a1G4J0000025xbVUAQ,2023-11-25,,Draft,AST,AST,1,006Nz0000038R9PIAU,0054J000005JWtDQAW,AST,,2024-11-24,,6.0,1180,,,,,
222648034001,0018d000003VpYqAAK,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025yeUUAQ,2021-10-14,,Draft,AST,AST,1,0068d00000378f9AAA,0058d0000034SvqAAE,AST,,2025-04-13,,6.0,1275,,,,,
317774001001,0014J00000VvSNxQAN,Check Contract,012Pv0000027hGnIAI,a1G4J0000025yiCUAQ,1976-12-01,,Draft,,Regulated,1,0064J00000DFSkPQAX,,,,,,,,,,,,
222578014002,001Nz00000B9S5DIAV,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025yknUAA,2023-01-11,,Draft,AST,AST,1,0068d000009hnxqAAA,0054J000004vXOiQAM,AST,,2025-01-10,,6.0,1245,,,,,
222578023002,0014J00000Ybt5hQAB,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025ykuUAA,2021-06-29,,Draft,AST,AST,1,0064J00000ElXLbQAN,0054J000004vXOiQAM,AST,,2024-06-28,,6.0,880,,"Tenant Break Clause (House Purchase or Work Relocation)
In order to end the tenancy early you may serve on us written notice at any time where you have purchased a house or are relocating due to work. The tenancy will come to an end on the date referred to in your notice, which must be at least two months from the date of service of the notice. Your notice must be accompanied by documentary evidence demonstrating to our satisfaction (acting reasonably) that the house purchase or work relocation necessitates the termination.",,,
222648088002,001Nz000000tRh7IAE,No Break,012Pv0000027hGnIAI,a1G4J0000025yC4UAI,2023-07-03,,Draft,AST,AST,1,006Nz000000pfKWIAY,0058d000004EqA5AAK,AST,,2024-07-02,,6.0,1450,,,,,
222578119005,0018d00000DzMadAAF,No Break,012Pv0000027hGnIAI,a1G4J0000025yktUAA,2022-07-28,,Draft,AST,AST,1,0068d000008e2GbAAI,0058d0000034SvqAAE,AST,,2024-07-27,,6.0,975,,"Change Of Sharer Clause

1. Haif Almutairi shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd.
2.Haif Almutairi shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Haif Almutairi shall reimburse Haif Almutairi the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement.
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Haif Almutairi shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 28/07/2023",,,
222579066007,001Nz000000pc3GIAQ,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025ykoUAA,2023-06-23,,Draft,AST,AST,1,006Nz000000mLjkIAE,0058d0000020feeAAA,AST,,2025-06-22,,6.0,1330,,,,,
222583021004,001Nz000001LrITIA0,No Break,012Pv0000027hGnIAI,a1G4J0000025ymhUAA,2024-05-09,,Draft,Licence,Licence,1,,0058d0000020feeAAA,Parking Licence,,2025-05-08,,6.0,0,,,,,
222631002007,001Nz000000oBjUIAU,No Break,012Pv0000027hGnIAI,a1G4J0000025ynfUAA,2024-07-01,,Draft,Licence,Licence,1,,0054J000004vXPBQA2,Parking Licence,,2025-06-30,,6.0,0,,,,,
222648035002,0018d00000FzuYEAAZ,2 at 6 to expire at 8,012Pv0000027hGnIAI,a1G4J0000025yKrUAI,2022-10-07,,Draft,AST,AST,1,0068d000009EtncAAC,0058d000006d5m0AAA,AST,,2024-10-06,,6.0,1370,,,,,
222648037002,0018d00000TNNWOAA5,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025yH7UAI,2023-05-22,,Draft,AST,AST,1,0068d00000CrkVwAAJ,0054J000004vXOiQAM,AST,,2025-05-21,,4.0,1400,,,,,
222648038003,001Nz000002hK5ZIAU,No Break,012Pv0000027hGnIAI,a1G4J0000025yH8UAI,2023-11-29,,Draft,AST,AST,1,006Nz000002Z08vIAC,0054J000005JWtDQAW,AST,,2024-11-28,,6.0,1155,,,,,
222648039001,001Nz000002AjtxIAC,No Break,012Pv0000027hGnIAI,a1G4J0000025ydXUAQ,2023-09-15,,Draft,AST,AST,1,006Nz00000289zVIAQ,0054J000004vXOnQAM,AST,,2024-09-14,,4.0,2010,,"Change Of Sharer Clause 

1. Aimee Barron shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Natalia Salakova shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Natalia Salakova shall reimburse Aimee Barron the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Natalia Salakova shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 15th September 2023.",,,
222648041004,0018d00000aFMx2AAG,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025y6dUAA,2023-05-20,,Draft,AST,AST,1,0068d00000F4SO3AAN,0054J000004vXOiQAM,AST,,2025-05-19,,4.0,1400,,,,,
222748045001,001Nz00000AVwrcIAD,No Break,012Pv0000027hGnIAI,a1GNz0000000bCUMAY,2024-08-01,,Draft,Licence,Licence,1,006Nz00000AGGfnIAH,0054J000004vXOqQAM,Parking Licence,,2025-07-31,,0.0,0,,,,,
222748056002,001Nz0000093FqAIAU,No Break,012Pv0000027hGnIAI,a1GNz0000000bh7MAA,2024-04-30,,Draft,Licence,Licence,1,,0054J000004vXOqQAM,Parking Licence,,2025-04-29,,0.0,0,,,,,
222748060001,001Nz00000BdgafIAB,No Break,012Pv0000027hGnIAI,a1GNz0000000bpBMAQ,2024-06-03,,Draft,Licence,Licence,1,006Nz00000BdBJuIAN,0054J000004vXOqQAM,Parking Licence,,2025-06-02,,0.0,0,,,,,
222748064002,001Nz00000AbgPGIAZ,No Break,012Pv0000027hGnIAI,a1GNz0000000bvdMAA,2024-05-02,,Draft,Licence,Licence,1,006Nz00000AlUZfIAN,0054J000004vXOqQAM,Parking Licence,,2025-05-01,,0.0,0,,,,,
222578022006,001Nz000001Dmr5IAC,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G4J0000025yquUAA,2025-03-11,,Draft,AST,AST,1,,0054J000004vXOqQAM,,,2026-03-13,,4.0,1050,,,,,
222578038002,0018d00000JjCL3AAN,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025ypcUAA,2022-12-07,,Draft,AST,AST,1,0068d000009h2X6AAI,0054J000004vXOiQAM,AST,,2024-12-06,,6.0,1670,,,,,
222578092002,0014J00000VvTjkQAF,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025ypYUAQ,2021-07-11,,Draft,AST,AST,1,0064J00000DFTOtQAP,0058d000006d5m0AAA,AST,,2025-07-09,,6.0,1500,,,,,
222578131007,001Nz00000AFG59IAH,No Break,012Pv0000027hGnIAI,a1G4J0000025yoqUAA,2024-07-19,,Draft,AST,AST,1,,0054J000004vXOqQAM,AST,,2025-07-18,,4.0,1150,,,,,
222631041004,0018d000004VDM2AAO,Renewal 1 month,012Pv0000027hGnIAI,a1G4J0000025ypHUAQ,2022-06-07,,Draft,Licence,Licence,1,0068d0000071AmSAAU,0054J000004vXOnQAM,Parking Licence,,2025-06-06,,6.0,0,,,,,
222648090002,0018d00000EiVL8AAN,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025yW6UAI,2022-09-17,,Draft,AST,AST,1,0068d000008eNH7AAM,0058d000006d5m0AAA,AST,,2025-09-16,,6.0,1115,,,,,
222648091004,001Nz000001soLqIAI,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025yZfUAI,2023-10-05,,Draft,AST,AST,1,006Nz000001pd0OIAQ,0054J000005JWtDQAW,AST,,2025-10-04,,6.0,1475,,,,,
222648092003,0018d00000WuJ8bAAF,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G4J0000025xdEUAQ,2023-05-12,,Draft,AST,AST,1,0068d00000CtiebAAB,0054J000004vXOiQAM,AST,,2025-05-11,,6.0,1445,,,,,
