#,"Score, 🔽",Name,Package,Developer Name,Folder,Format,Description
,,,,,,,
410,1,All Yorkshire Team HDs,,All_Yorkshire_Team_HDs,Yorkshire,Summary,You should set a description!
411,1,North East- FVs this Month,,Yorkshire_FVs_this_Month,Yorkshire,Summary,You should set a description!
412,1,Yorkshire - FVs all,,Yorkshire_FVs_all,Yorkshire,Summary,You should set a description!
413,1,North East HDs Last Week,,Yorkshire_HDs_Last_Week1,Yorkshire,Summary,You should set a description!
414,1,Yorkshire Move Ins This Month,,Yorkshire_Move_Ins_This_Month,Yorkshire,Summary,You should set a description!
415,1,Yorkshire OTM/FV,,Yorkshire_OTM_FV,Yorkshire,Summary,You should set a description!
416,1,Yorkshire HDs - Last FY,,Yorkshire_HDs_Last_FY,Yorkshire,Summary,You should set a description!
417,1,North East Available Parking,,North_East_Available_Parking,Yorkshire,Summary,You should set a description!
418,1,Forge RSM Report,,Forge_RSM_Report,The Forge Reports,Summary,You should set a description!
419,1,Forge - FVs upcoming,,Forge_FVs_upcoming,The Forge Reports,Summary,You should set a description!
420,1,Forge - FVs with Lets,,Forge_FVs_with_Lets,The Forge Reports,Summary,You should set a description!
421,1,Forge - FVs this Month,,Forge_FVs_this_Month,The Forge Reports,Summary,You should set a description!
422,1,The Forge - Due Tenancies,,The_Forge_Due_Tenancies1,The Forge Reports,Summary,You should set a description!
423,1,The Forge Void Days,,The_Forge_Void_Days,The Forge Reports,Summary,You should set a description!
424,1,Wellesley new let 1 bed rents ach,,Wellesley_new_let_1_bed_rents_ach,Wellesley,Summary,You should set a description!
425,1,Wellesley Renewal 2 bed rents ac,,Wellesley_Renewal_2_bed_rents_ac,Wellesley,Summary,You should set a description!
426,1,Wellesley new let 2 bed rents ac,,Wellesley_new_let_2_bed_rents_ac,Wellesley,Summary,You should set a description!
427,1,Wellesley new let 3 bed rents ac,,Wellesley_new_let_3_bed_rents_ac,Wellesley,Summary,You should set a description!
428,1,Wellesley new let 4 bed rents ac,,Wellesley_new_let_4_bed_rents_ac,Wellesley,Summary,You should set a description!
429,1,Wellesley Renewal 1 bed rents ach,,Wellesley_Renewal_1_bed_rents_ach,Wellesley,Summary,You should set a description!
430,1,Wellesley renewal 3 bed rents ac,,Wellesley_renewal_3_bed_rents_ac,Wellesley,Summary,You should set a description!
431,1,Wellesley Renewal 4 bed rents ach,,Wellesley_Renewal_4_bed_rents_ach,Wellesley,Summary,You should set a description!
432,1,Wellesley all new lets past 6 months,,Wellesley_all_new_lets_past_6_months,Wellesley,Summary,You should set a description!
433,1,Berewood ew let 1 bed rents ach,,Berewood_ew_let_1_bed_rents_ach,Berewood,Summary,You should set a description!
434,1,Berewood new let 2 bed Flat and FOG rent,,Berewood_new_let_2_bed_rents_ach,Berewood,Summary,You should set a description!
435,1,Berewood renewal let 1 bed rents ach,,Berewood_renewal_let_1_bed_rents_ach,Berewood,Summary,You should set a description!
436,1,All Berewood deals this FY,,All_Berewood_deals_this_FY,Berewood,Summary,You should set a description!
437,1,H&G - FVs with Lets,,H_G_FVs_with_Lets,Hawkins & George,Summary,You should set a description!
438,1,H&G - FVs upcoming,,H_G_FVs_upcoming,Hawkins & George,Summary,You should set a description!
439,1,H&G - FVs this Month,,H_G_FVs_this_Month,Hawkins & George,Summary,You should set a description!
440,1,Hawkins & George Void Days,,Hawkins_George_Void_Days,Hawkins & George,Summary,You should set a description!
441,1,Abbeville new let 2 bed rents ac,,Abbeville_new_let_2_bed_rents_ac,Abbeville,Summary,You should set a description!
442,1,Abbeville new let 1 bed rents ac,,Abbeville_new_let_1_bed_rents_ac,Abbeville,Summary,You should set a description!
443,1,Abbeville new let 3 bed rents ach,,Abbeville_new_let_3_bed_rents_ach,Abbeville,Summary,You should set a description!
444,1,Abbeville Renewal 1 bed rents ac,,Abbeville_Renewal_1_bed_rents_ac,Abbeville,Summary,You should set a description!
445,1,Abbeville Renewal 2 bed rents ac,,Abbeville_Renewal_2_bed_rents_ac,Abbeville,Summary,You should set a description!
446,1,Abbeville Renewal 3 bed rents ac,,Abbeville_Renewal_3_bed_rents_ac,Abbeville,Summary,You should set a description!
447,1,Abbeville Blended 3 bed rents ac,,Abbeville_Blended_3_bed_rents_ac,Abbeville,Summary,You should set a description!
448,1,Abbeville Blended 1 bed rents ac,,Abbeville_Blended_1_bed_rents_ac,Abbeville,Summary,You should set a description!
449,1,Abbeville Blended 2 bed rents ac,,Abbeville_Blended_2_bed_rents_ac,Abbeville,Summary,You should set a description!
450,1,Abbeville new let 1 bed rents ac,,Abbeville_new_let_1_bed_rents_ac1,Abbeville,Summary,You should set a description!
451,1,Abbeville 2 bed blended average rent,,Abbeville_2_bed_blended_average_rent,Abbeville,Summary,You should set a description!
452,1,Future Vacs added Last week,,Future_Vacs_added_Last_week,BTR South,Summary,You should set a description!
453,1,Future Vacs added Last 7 days,,Future_Vacs_added_Last_7_days,BTR South,Summary,You should set a description!
454,1,Neg Lets agreed FY22,,Neg_Lets_agreed_FY22,Jon Pitt folder,Summary,You should set a description!
455,1,Renewals data for Asset Report,,Renewals_data_for_Asset_Report,Jon Pitt folder,Summary,You should set a description!
456,1,Brook Place retention testing,,Brook_Place_retention_testing,Jon Pitt folder,Summary,You should set a description!
457,1,Break Clauses FY23,,Break_Clauses_FY23,Jon Pitt folder,Summary,You should set a description!
458,1,Fall Through General,,Fall_Through_General,Jon Pitt folder,Summary,You should set a description!
459,1,Argo Parking Status,,Argo_Parking_Status,Argo Reports,Summary,You should set a description!
460,1,Argo Leads Last Week,,Argo_Leads_Last_Week,Argo Reports,Summary,You should set a description!
461,1,Argo Leads Last 30 days,,Argo_Leads_Last_30_days,Argo Reports,Summary,You should set a description!
462,1,Argo daily leads,,Argo_daily_leads,Argo Reports,Summary,You should set a description!
463,1,Argo by bedrooms,,Argo_by_bedrooms,Argo Reports,Summary,You should set a description!
464,1,CSA - Calls this year,,CSA_Calls_this_year,JP CSA Management,Summary,You should set a description!
465,1,CSA - Emails this year,,CSA_Emails_this_year,JP CSA Management,Summary,You should set a description!
466,1,CSA - Tasks assigned,,CSA_Tasks_assigned,JP CSA Management,Summary,You should set a description!
467,1,Renewals - FY22,,Renewals_FY22,JP CSA Management,Summary,You should set a description!
468,1,New Void & FV report,,New_Void_FV_report,Lettings Coordinator Reports - South,Summary,You should set a description!
469,1,Indigoblu Parking Tracker,,Indigoblu_Parking_Tracker,IndigoBlu Reports,Summary,You should set a description!
470,1,IndigoBlu Parking Available Spaces,,IndigoBlu_Parking_Available_Spaces,IndigoBlu Reports,Summary,You should set a description!
471,1,IndigoBlu - FVs this Month,,IndigoBlu_FVs_this_Month,IndigoBlu Reports,Summary,You should set a description!
472,1,IndigoBlu - FVs upcoming,,IndigoBlu_FVs_upcoming,IndigoBlu Reports,Summary,You should set a description!
473,1,IndigoBlu - FVs with Lets,,IndigoBlu_FVs_with_Lets,IndigoBlu Reports,Summary,You should set a description!
474,1,Indigoblu Void Days,,Indigoblu_Void_Days,IndigoBlu Reports,Summary,You should set a description!
475,1,FY22 PRS South,,FY22_PRS_South,Management folder - FY stats,Summary,You should set a description!
476,1,PRS London Move ins April to June 2022,,PRS_London_Move_ins_April_to_June_2022,Management folder - FY stats,Summary,You should set a description!
477,1,PRS Regions Move ins April to Jun,,PRS_Regions_Move_ins_April_to_Jun,Management folder - FY stats,Summary,You should set a description!
478,1,Move ins due this Quarter PRS London,,Move_ins_due_this_Quarter_PRS_London,Management folder - FY stats,Summary,You should set a description!
479,1,Move ins due this Quarter PRS Regions,,Move_ins_due_this_Quarter_PRS_Regions,Management folder - FY stats,Summary,You should set a description!
480,1,BTR London Move ins April to Jun,,BTR_London_Move_ins_April_to_Jun,Management folder - FY stats,Summary,You should set a description!
481,1,Move ins due this Quarter BTR London,,Move_ins_due_this_Quarter_BTR_London,Management folder - FY stats,Summary,You should set a description!
482,1,BTR Regions Move ins April to Ju,,BTR_Regions_Move_ins_April_to_Ju,Management folder - FY stats,Summary,You should set a description!
483,1,Move ins due this Quarter BTR Regions,,Move_ins_due_this_Quarter_BTR_Regions,Management folder - FY stats,Summary,You should set a description!
484,1,move ins due Sept 2022 all PRS BTR,,move_ins_due_Sept_2022_all_PRS_BTR,Management folder - FY stats,Summary,You should set a description!
485,1,PRS London Move ins July to October 2022,,PRS_London_Move_ins_July_to_October_2022,Management folder - FY stats,Summary,You should set a description!
486,1,Overdue Tasks - Manchester North Team,,Overdue_Tasks_Manchester_North_Team,Manchester North,Summary,You should set a description!
487,1,Unclosed Viewings- Manchester North Team,,Unclosed_Viewings_Manchester_North_Team,Manchester North,Summary,You should set a description!
488,1,Manchester North - Unit Tracker,,Manchester_North_Unit_Tracker,Manchester North,Summary,You should set a description!
489,1,Manchester North - Available Units,,Manchester_North_Available_Units,Manchester North,Summary,You should set a description!
490,1,Manchester North - Available FVs,,Manchester_North_Available_FVs,Manchester North,Summary,You should set a description!
491,1,Manchester North - Void Units,,Manchester_North_Void_Units,Manchester North,Summary,You should set a description!
492,1,Manchester North - Voids Not Reserved,,Manchester_North_Voids_Not_Reserved,Manchester North,Summary,You should set a description!
493,1,Manchester North - FVs for this Month,,Manchester_North_FVs_for_this_Month,Manchester North,Summary,You should set a description!
494,1,Manchester North Team HDs - Last 53 Week,,Manchester_North_Team_HDs_Last_53_Week,Manchester North,Summary,You should set a description!
495,1,Manchester North Leads - Last Week,,Manchester_North_Leads_Last_Week,Manchester North,Summary,You should set a description!
496,1,Manchester North HDs - Last Week,,Manchester_North_HDs_Last_Week,Manchester North,Summary,You should set a description!
497,1,Manchester North - Due Tenancies,,Manchester_North_Due_Tenancies,Manchester North,Summary,You should set a description!
498,1,Manchester North HDs - This Month,,Manchester_North_HDs_This_Month,Manchester North,Summary,You should set a description!
499,1,Team HDs - This Month,,Manchester_North_Team_HDs_This_Month,Manchester North,Summary,You should set a description!
500,1,Manchester North HDs - Last 12 Months,,Manchester_North_HDs_Last_12_Months,Manchester North,Summary,You should set a description!
501,1,Manchester North - FVs upcoming,,Manchester_North_FVs_upcoming,Manchester North,Summary,You should set a description!
502,1,Manchester North - Agent Unit Tracker,,Manchester_North_Agent_Unit_Tracker,Manchester North,Summary,You should set a description!
503,1,Manchester North Agent HDs - This Mont,,Manchester_North_Agent_HDs_This_Mont,Manchester North,Summary,You should set a description!
504,1,Manchester North Agent HDs - Last Week,,Manchester_North_Agent_HDs_Last_Week,Manchester North,Summary,You should set a description!
505,1,Manc North - Agent Voids Not Reserved,,Manc_North_Agent_Voids_Not_Reserved,Manchester North,Summary,You should set a description!
506,1,Manchester North HDs Last Week,,Manchester_North_HDs_Last_Week1,Manchester North,Summary,You should set a description!
507,1,Manchester North Move Ins This Month,,Manchester_North_Move_Ins_This_Month,Manchester North,Summary,You should set a description!
508,1,Manchester North OTM/FV,,Manchester_North_OTM_FV,Manchester North,Summary,You should set a description!
509,1,Manchester North HDs - Last FY,,Manchester_North_HDs_Last_FY,Manchester North,Summary,You should set a description!
510,1,Manchester North Leads - Last FY,,Manchester_North_Leads_Last_FY,Manchester North,Summary,You should set a description!
511,1,Manchester South - Unit Tracker,,Manchester_South_Unit_Tracker,Manchester South,Summary,You should set a description!
512,1,Manchester South - Void Units,,Manchester_South_Void_Units,Manchester South,Summary,You should set a description!
513,1,Manchester South - FVs for this Month,,Manchester_South_FVs_for_this,Manchester South,Summary,You should set a description!
514,1,Manchester South - Voids Not Reserved,,Manchester_South_Voids_Not_Reserved,Manchester South,Summary,You should set a description!
515,1,Overdue Tasks - Manchester South,,Overdue_Tasks_Manchester_South,Manchester South,Summary,You should set a description!
516,1,Unclosed Viewings- Manchester South,,Unclosed_Viewings_Manchester_South,Manchester South,Summary,You should set a description!
517,1,Manchester South - Available Units,,Manchester_South_Available_Units,Manchester South,Summary,You should set a description!
518,1,Manchester South - Available FVs,,Manchester_South_Available_FVs,Manchester South,Summary,You should set a description!
519,1,Manchester South Team HDs - Last 53 Week,,Manchester_South_Team_HDs_Last_53_Week,Manchester South,Summary,You should set a description!
520,1,Manchester South HDs - Last 12 Months,,Manchester_South_HDs_Last_12_Months,Manchester South,Summary,You should set a description!
521,1,Manchester South - Due Tenancies,,Manchester_South_Due_Tenancies,Manchester South,Summary,You should set a description!
522,1,Manchester South - FVs upcoming,,Manchester_South_FVs_upcoming,Manchester South,Summary,You should set a description!
523,1,Manchester South - Agent Unit Tracker,,Manchester_South_Agent_Unit_Tracker,Manchester South,Summary,You should set a description!
524,1,Manchester South Agent HDs - Last Week,,Manchester_South_Agent_HDs_Last_Week,Manchester South,Summary,You should set a description!
525,1,Manc South - Agent Voids Not Reserved,,Manc_South_Agent_Voids_Not_Reserved,Manchester South,Summary,You should set a description!
526,1,Manchester South Agent HDs - This Month,,Manchester_South_Agent_HDs_This_Month,Manchester South,Summary,You should set a description!
527,1,Manchester South Leads - Last Weeek,,Manchester_South_Leads_Last_Weeek,Manchester South,Summary,You should set a description!
528,1,Manchester South HDs - Last Week,,Manchester_South_HDs_Last_Week,Manchester South,Summary,You should set a description!
529,1,Manchester South HDs - This Month,,Manchester_South_HDs_This_Month,Manchester South,Summary,You should set a description!
530,1,Manchester SouthTeam HDs - This Month,,Manchester_SouthTeam_HDs_This_Month,Manchester South,Summary,You should set a description!
531,1,Manchester South HDs Last Week,,Manchester_South_HDs_Last_Week1,Manchester South,Summary,You should set a description!
532,1,Manchester South OTM/FV,,Manchester_South_OTM_FV,Manchester South,Summary,You should set a description!
533,1,Manchester South Move Ins This Month,,Manchester_South_Move_Ins_This_Month,Manchester South,Summary,You should set a description!
534,1,Lead Dates,,Lead_Dates,PCR,Summary,You should set a description!
535,1,HDs with Term length,,HDs_with_Term_length1,PCR,Summary,You should set a description!
536,1,Deals,,Deals,PCR,Tabular,You should set a description!
537,1,Copy of Viewings JH,,Copy_of_Viewings_JH,JHyde,Summary,You should set a description!
538,1,Aster Parking Tracker,,Aster_Parking_Tracker1,Aster Apartments,Summary,You should set a description!
539,1,Aster Apts Rightmove listings,,Aster_Apts_Rightmove_listings,Aster Apartments,Summary,You should set a description!
540,1,Apex Open Opps between on refs - audit,,Apex_Open_Opps_between_on_refs_audit,Aster Apartments,Summary,You should set a description!
541,1,Apex - OM avail to view,,Apex_OM_avail_to_view,Aster Apartments,Summary,You should set a description!
542,1,Apex units - on hold / issues / FV,,Apex_units_on_hold_issues_FV,Aster Apartments,Summary,You should set a description!
543,1,Agent instructions,,Agent_instructions,Aster Apartments,Summary,You should set a description!
544,1,Weavers Closed Lost opportunities,,Weavers_Closed_Lost_opportunities,Weavers Yard,Summary,You should set a description!
545,1,Weavers Yard Rightmove listings,,Weavers_Yard_Rightmove_listings,Weavers Yard,Summary,You should set a description!
546,1,Weavers Yard Rightmove listings,,Weavers_Yard_Rightmove_listings1,Weavers Yard,Summary,You should set a description!
547,1,HD's Paid FY21/22 South Negotiators,,HD_s_Paid_FY21_22_Daryl_Smith,Neg reports,Summary,You should set a description!
548,1,HD's Paid FY21/22 Jack Gardner,,HD_s_Paid_FY21_22_Jack_Gardner1,Neg reports,Summary,You should set a description!
549,1,HD's Paid FY21/22 Segun Dickson,,HD_s_Paid_FY21_22_Segun_Dickson,Neg reports,Summary,You should set a description!
550,1,HD's Paid FY21/22 Colette Taylor,,HD_s_Paid_FY21_22_Colette_Taylor1,Neg reports,Summary,You should set a description!
551,1,HD's Paid FY21/22 Jack Howe,,HD_s_Paid_FY21_22_Jack_Howe1,Neg reports,Summary,You should set a description!
552,1,HD's Paid FY21/22 Jack Wellings,,HD_s_Paid_FY21_22_Jack_Wellings1,Neg reports,Summary,You should set a description!
553,1,HD's Paid FY21/22 Deanne Coss,,HD_s_Paid_FY21_22_Deanne_Cross,Neg reports,Summary,You should set a description!
554,1,HD's Paid FY21/22 Nathan White,,HD_s_Paid_FY21_22_Nathan_White1,Neg reports,Summary,You should set a description!
555,1,HD's Paid FY21/22 Wesley Greaves,,HD_s_Paid_FY21_22_Wesley_Greaves1,Neg reports,Summary,You should set a description!
556,1,HD's Paid FY21/22 Arnaldo Boliva,,HD_s_Paid_FY21_22_Arnaldo_Boliva,Neg reports,Summary,You should set a description!
557,1,HD's Paid FY21/22 Treasa Larke,,HD_s_Paid_FY21_22_Treasa_Larke,Neg reports,Summary,You should set a description!
558,1,HD's Paid FY21/22 Matas Sutkus,,HD_s_Paid_FY21_22_Matas_Sutkus,Neg reports,Summary,You should set a description!
559,1,Abbeville Parking Status,,Abbeville_Parking_Status,Abbeville Apartments,Summary,You should set a description!
560,1,H&G - Void Units,,Argo_Void_Units1,H&G,Summary,You should set a description!
561,1,H&G Parking Status,,H_G_Parking_Status,H&G,Summary,You should set a description!
562,1,Gatehouse Parking Status,,Gatehouse_Parking_Status,Gatehouse Apartments,Summary,You should set a description!
563,1,Gatehouse Rightmove listings,,Gatehouse_Rightmove_listings,Gatehouse Apartments,Summary,You should set a description!
564,1,Gatehouse move ins,,Gatehouse_move_ins,Gatehouse Apartments,Summary,You should set a description!
565,1,Solstice Parking Status,,Solstice_Parking_Status,Solstice,Summary,You should set a description!
566,1,Solstice Rightmove listings,,Solstice_Rightmove_listings,Solstice,Summary,You should set a description!
567,1,Solstice leads past month - awaiting qua,,Solstice_leads_past_month_awaiting_qua,Solstice,Summary,You should set a description!
568,1,Adlay Agent instructions,,Adlay_Agent_instructions,Millet Place,Summary,You should set a description!
569,1,Berewood all opps,,Berewood_all_opps1,Berewood PRS,Tabular,You should set a description!
570,1,Berewood Agent lets to date,,Berewood_Agent_lets_to_date,Berewood PRS,Summary,You should set a description!
571,1,Viewings by unit,,Viewings_by_unit,Leah folder,Summary,You should set a description!
572,1,Nadia portfolio move ins,,Nadia_portfolio_move_ins,Leah folder,Tabular,You should set a description!
573,1,PRS South leads last week,,PRS_South_leads_last_week,Gemma Gavin,Summary,You should set a description!
574,1,PRS South leads last 7 days,,PRS_South_leads_last_7_days,Gemma Gavin,Summary,You should set a description!
575,1,PRS South leads last 7 days by day,,PRS_South_leads_last_7_days_by_day,Gemma Gavin,Summary,You should set a description!
576,1,Overdue Tasks - PRS South Team,,Overdue_Tasks_PRS_South_Team,Gemma Gavin,Summary,You should set a description!
577,1,PRS South leads last week,,PRS_South_leads_last_week1,Gemma Gavin,Summary,You should set a description!
578,1,PRS South HDs - This Month,,PRS_South_HDs_This_Month,Gemma Gavin,Summary,You should set a description!
579,1,PRS South Unqualified Leads,,PRS_South_Unqualified_Leads,Gemma Gavin,Summary,You should set a description!
580,1,PRS South Team HDs - Last 53 Wee,,PRS_South_Team_HDs_Last_53_Wee,Gemma Gavin,Summary,You should set a description!
581,1,PRS South HDs - Last 12 Months,,PRS_South_HDs_Last_12_Months,Gemma Gavin,Summary,You should set a description!
582,1,PRS South Units on Rightmove,,PRS_South_Units_on_Rightmove,Gemma Gavin,Summary,You should set a description!
583,1,PRS-London & SE OTM/FV Uplift,,PRS_London_SE_OTM_FV_Uplift,Gemma Gavin,Summary,You should set a description!
584,1,New Lets,,New_Lets,JP presentation reports,Summary,You should set a description!
585,1,Total Leads,,Total_Leads,JP presentation reports,Summary,You should set a description!
586,1,Leads,,Leads2,JP presentation reports,Summary,You should set a description!
587,1,Viewings,,Viewings,JP presentation reports,Summary,You should set a description!
588,1,Total Leads This Year,,Total_Leads_JH,JP presentation reports,Summary,You should set a description!
589,1,Total Leads Last Year,,Total_Leads_Last_Year,JP presentation reports,Summary,You should set a description!
590,1,Customer Journey - Month 1,,Copy_of_Touchpoint_Customer_Month_3,Retention Emails,Tabular,You should set a description!
591,1,Customer Journey - Month 2,,Copy_of_Customer_Journey_Month_2,Retention Emails,Tabular,You should set a description!
592,1,Customer Journey - Month 4,,Customer_Journey_Month_4,Retention Emails,Tabular,You should set a description!
593,1,Customer Journey - Month 6,,Customer_Journey_Month_6,Retention Emails,Tabular,You should set a description!
594,1,Customer Journey - Month 9,,Customer_Journey_Month_9,Retention Emails,Tabular,You should set a description!
595,1,Customer Journey - Month 12,,Customer_Journey_Month_12,Retention Emails,Tabular,You should set a description!
596,1,BTR South last 7 days,,BTR_South_last_7_days,General,Summary,You should set a description!
597,1,New Leads and Unit of Interest Report,,New_Leads_and_Unit_of_Interest_Report,General,Summary,You should set a description!
598,1,New Leads and Estate of Interest,,New_Leads_and_Estate_of_Interest,General,Summary,You should set a description!
599,1,New Leads and Estate of Interest Last,,New_Leads_and_Estate_of_Interest_Last,General,Summary,You should set a description!
600,1,New Leads and Unit of Interest last week,,New_Leads_and_Unit_of_Interest_last_week,General,Summary,You should set a description!
601,1,How many leads for a unit report,,How_many_leads_for_a_unit_report,General,Summary,You should set a description!
602,1,18 ability leads,,X18_ability_leads,General,Summary,You should set a description!
603,1,Test Viewing Feedback Report leah,,Test_Viewing_Feedback_Report_leah,General,Summary,You should set a description!
604,1,Outstanding tasks - Photos and viewings,,Outstanding_tasks_Photos_and_viewings,General,Summary,You should set a description!
605,1,Outstanding tasks - viewings and access,,Outstanding_tasks_viewings_and_access,General,Summary,You should set a description!
606,1,Outstanding tasks - List on Rightmove,,Outstanding_tasks_List_on_Rightmove,General,Summary,You should set a description!
607,1,Coming Soon Leads Total,,Coming_Soon_Leads,Coming Soon,Summary,You should set a description!
608,1,Coming Soon - The Barnum,,Coming_Soon_The_Barnum,Coming Soon,Summary,You should set a description!
609,1,Coming Soon - The Condor,,Coming_Soon_The_Condor,Coming Soon,Summary,You should set a description!
610,1,Coming Soon - Millwrights Place,,Coming_Soon_Millwrights_Place,Coming Soon,Summary,You should set a description!
611,1,Coming Soon - Fortunes Dock,,Coming_Soon_Fortunes_Dock,Coming Soon,Summary,You should set a description!
612,1,Coming Soon - Silver Yard,,Coming_Soon_Silver_Yard,Coming Soon,Summary,You should set a description!
613,1,Coming Soon - The Mint,,Coming_Soon_The_Mint,Coming Soon,Summary,You should set a description!
614,1,Coming Soon - The Tilt Works,,Coming_Soon_The_Tilt_Works,Coming Soon,Summary,You should set a description!
615,1,Coming Soon - Copper Works,,Coming_Soon_Copper_Works,Coming Soon,Summary,You should set a description!
616,1,Test Chase Cycle - The Tilt Works,,Test_Chase_Cycle_The_Tilt_Works,Coming Soon,Summary,You should set a description!
617,1,The Mint Leads (website),,The_Mint_Leads_website,Coming Soon,Tabular,You should set a description!
618,1,The Condor - Website Leads,,The_Condor_Website_Leads,Coming Soon,Tabular,You should set a description!
619,1,Welcome Email PRS only,,Welcome_Email_PRS_only,Coming Soon,Tabular,You should set a description!
620,1,Customer Service Move In Email,,Customer_Service_Move_In_Email,Coming Soon,Tabular,You should set a description!
621,1,Calls yesterday - Lettings South,,Calls_yesterday_Lettings_South,General,Summary,You should set a description!
622,1,Calls last 7 days - Lettings South,,Calls_last_7_days_Lettings_South,General,Summary,You should set a description!
623,1,Leads today,,Leads_today1,General,Summary,You should set a description!
624,1,Calls today - Lettings South,,Calls_today_Lettings_South,General,Summary,You should set a description!
625,1,Calls today - all CSAs and Negs,,Calls_today_all_CSAs_and_Negs,General,Summary,You should set a description!
626,1,Abbeville organic leads,,Estate_hidden_leads,General,Summary,You should set a description!
627,1,Basingstoke available units,,Basingstoke_available_units,General,Summary,You should set a description!
628,1,Brighton available units,,St_Annes_available_units,General,Summary,You should set a description!
629,1,Berewood Waterlooville available units,,Berewood_Waterlooville_available_units,General,Summary,You should set a description!
630,1,Wellesley Aldershot available un,,Wellesley_Aldershot_available_un,General,Summary,You should set a description!
631,1,How many viewings on a unit?,,How_many_viewings_on_a_unit,General,Summary,You should set a description!
632,1,Leads yesterday,,Leads_yesterday,General,Summary,You should set a description!
633,1,Calls last 30 days - Lettings South,,Calls_last_30_days_Lettings_South,General,Summary,You should set a description!
634,1,Apex organic leads,,Apex_organic_leads,General,Summary,You should set a description!
635,1,Argo organic leads,,Argo_organic_leads,General,Summary,You should set a description!
636,1,Millet organic leads,,Millet_organic_leads,General,Summary,You should set a description!
637,1,Gatehouse organic leads,,Gatehouse_organic_leads,General,Summary,You should set a description!
638,1,Solstice organic leads,,Solstice_organic_leads,General,Summary,You should set a description!
639,1,Windlass organic leads,,Windlass_organic_leads,General,Summary,You should set a description!
640,1,Windlass organic leads,,Windlass_organic_leads1,General,Summary,You should set a description!
641,1,Brook organic leads,,Brook_organic_leads,General,Summary,You should set a description!
642,1,Clippers organic leads,,Clippers_organic_leads,General,Summary,You should set a description!
643,1,H&G organic leads,,H_G_organic_leads,General,Summary,You should set a description!
644,1,Abbeville Rightmove leads,,Abbeville_Rightmove_leads,General,Summary,You should set a description!
645,1,Abbeville organic vs rightmove leads,,Abbeville_organic_vs_rightmove_leads,General,Summary,You should set a description!
646,1,Lettings South (all) organic leads,,Lettings_South_all_organic_leads,General,Summary,You should set a description!
647,1,Whatsapp log today - Lettings South,,Whatsapp_log_today_Lettings_South,General,Summary,You should set a description!
648,1,South BTR Last FY Deals,,South_BTR_Last_FY_Deals,General,Summary,You should set a description!
649,1,South PRS Last FY Deals,,South_PRS_Last_FY_Deals,General,Summary,You should set a description!
650,1,BTR South website organic leads 21/22,,BTR_South_website_organic_leads_21_22,General,Summary,You should set a description!
651,1,PRS London - OM avail to view,,PRS_London_OM_avail_to_view,PRS London,Summary,You should set a description!
652,1,PRS London - OM avail to view (by month),,PRS_London_OM_avail_to_view_by_month,PRS London,Summary,You should set a description!
653,1,PRS London - Rightmove listings,,PRS_London_Rightmove_listings,PRS London,Summary,You should set a description!
654,1,PRS London - Agent instructions,,PRS_London_Agent_instructions,PRS London,Summary,You should set a description!
655,1,PRS London - OM avail to view 1,,PRS_London_OM_avail_to_view_1,PRS London,Summary,You should set a description!
656,1,PRS London units - Future Vacant,,PRS_London_units_on_hold_Future_Vac,PRS London,Summary,You should set a description!
657,1,Jack Gardner Viewing Conversion,,Jack_Gardner_Viewing_Conversion,PRS London,Summary,You should set a description!
658,1,Arnaldo Viewing Conversion,,Arnaldo_Viewing_Conversion,PRS London,Summary,You should set a description!
659,1,Segun Viewing Conversion,,Segun_Viewing_Conversion,PRS London,Summary,You should set a description!
660,1,Wesley Viewing Conversion,,Wesley_Viewing_Conversion,PRS London,Summary,You should set a description!
661,1,Ezekiel Viewing Conversion,,Ezekiel_Viewing_Conversion,PRS London,Summary,You should set a description!
662,1,Rachel Ofili Viewing Conversion,,Rachel_Ofili_Viewing_Conversion,PRS London,Summary,You should set a description!
663,1,Geoffrey Viewing Conversion,,Geoffrey_Viewing_Conversion,PRS London,Summary,You should set a description!
664,1,Matas Viewing Conversion,,Matas_Viewing_Conversion,PRS London,Summary,You should set a description!
665,1,Treasa Viewing Conversion,,Treasa_Viewing_Conversion,PRS London,Summary,You should set a description!
666,1,Arnaldo Viewing Conversion,,Arnaldo_Viewing_Conversion1,PRS London,Summary,You should set a description!
667,1,Rachel Ofili Viewing Conversion - 60 day,,Rachel_Ofili_Viewing_Conversion_60_day,PRS London,Summary,You should set a description!
668,1,Wes Viewing Conversion,,Wes_Viewing_Conversion,PRS London,Summary,You should set a description!
669,1,Ezekiel Viewing Conversion - Last month,,Ezekiel_Viewing_Conversion_Last_month,PRS London,Summary,You should set a description!
670,1,PY HDs with Term length,,PY_HDs_with_Term_length,PCR,Summary,You should set a description!
671,1,PY Viewings Attended,,PY_Viewings_Attended,PCR,Summary,You should set a description!
672,1,Springfield - OM avail to view,,Springfield_OM_avail_to_view,Asset Folder - Springfield House,Summary,You should set a description!
673,1,Springfield units - on hold / issues /,,Springfield_units_on_hold_issues,Asset Folder - Springfield House,Summary,You should set a description!
674,1,Springfield House - FVs All Upcoming,,Springfield_House_FVs_All_Upcoming,Asset Folder - Springfield House,Summary,You should set a description!
675,1,Springfield House Agent instructions,,Springfield_House_Agent_instructions,Asset Folder - Springfield House,Summary,You should set a description!
